candidate,county,district,election_date,office,party,scope,state,votes
Sean Patrick Maloney,Putnam,18,2016-11-08,U.S. House,DEM,general,NY,19042
Sean Patrick Maloney,Dutchess,18,2016-11-08,U.S. House,DEM,general,NY,34904
Sean Patrick Maloney,Westchester,18,2016-11-08,U.S. House,DEM,general,NY,19026
Sean Patrick Maloney,Total,18,2016-11-08,U.S. House,DEM,general,NY,140951
Phil Oliva,Orange,18,2016-11-08,U.S. House,REP,general,NY,53369
Phil Oliva,Putnam,18,2016-11-08,U.S. House,REP,general,NY,19375
Phil Oliva,Dutchess,18,2016-11-08,U.S. House,REP,general,NY,25034
Phil Oliva,Westchester,18,2016-11-08,U.S. House,REP,general,NY,13339
Phil Oliva,Total,18,2016-11-08,U.S. House,REP,general,NY,111117
Phil Oliva,Orange,18,2016-11-08,U.S. House,CON,general,NY,7903
Phil Oliva,Putnam,18,2016-11-08,U.S. House,CON,general,NY,3121
Phil Oliva,Dutchess,18,2016-11-08,U.S. House,CON,general,NY,4447
Phil Oliva,Westchester,18,2016-11-08,U.S. House,CON,general,NY,1497
Phil Oliva,Total,18,2016-11-08,U.S. House,CON,general,NY,16968
Sean Patrick Maloney,Orange,18,2016-11-08,U.S. House,WOR,general,NY,4188
Sean Patrick Maloney,Putnam,18,2016-11-08,U.S. House,WOR,general,NY,1465
Sean Patrick Maloney,Dutchess,18,2016-11-08,U.S. House,WOR,general,NY,2475
Sean Patrick Maloney,Westchester,18,2016-11-08,U.S. House,WOR,general,NY,643
Sean Patrick Maloney,Total,18,2016-11-08,U.S. House,WOR,general,NY,8771
Sean Patrick Maloney,Orange,18,2016-11-08,U.S. House,IND,general,NY,7233
Sean Patrick Maloney,Putnam,18,2016-11-08,U.S. House,IND,general,NY,1106
Sean Patrick Maloney,Dutchess,18,2016-11-08,U.S. House,IND,general,NY,1544
Sean Patrick Maloney,Westchester,18,2016-11-08,U.S. House,IND,general,NY,473
Sean Patrick Maloney,Total,18,2016-11-08,U.S. House,IND,general,NY,10356
Sean Patrick Maloney,Orange,18,2016-11-08,U.S. House,WEP,general,NY,936
Sean Patrick Maloney,Putnam,18,2016-11-08,U.S. House,WEP,general,NY,310
Sean Patrick Maloney,Dutchess,18,2016-11-08,U.S. House,WEP,general,NY,547
Sean Patrick Maloney,Westchester,18,2016-11-08,U.S. House,WEP,general,NY,189
Sean Patrick Maloney,Total,18,2016-11-08,U.S. House,WEP,general,NY,1982
Phil Oliva,Orange,18,2016-11-08,U.S. House,REF,general,NY,672
Phil Oliva,Putnam,18,2016-11-08,U.S. House,REF,general,NY,152
Phil Oliva,Dutchess,18,2016-11-08,U.S. House,REF,general,NY,357
Phil Oliva,Westchester,18,2016-11-08,U.S. House,REF,general,NY,103
Phil Oliva,Total,18,2016-11-08,U.S. House,REF,general,NY,1284
Blank,Orange,18,2016-11-08,U.S. House,,general,NY,14332
Blank,Putnam,18,2016-11-08,U.S. House,,general,NY,4284
Blank,Dutchess,18,2016-11-08,U.S. House,,general,NY,6650
Blank,Westchester,18,2016-11-08,U.S. House,,general,NY,2285
Blank,Total,18,2016-11-08,U.S. House,,general,NY,27551
Void,Orange,18,2016-11-08,U.S. House,,general,NY,0
Void,Putnam,18,2016-11-08,U.S. House,,general,NY,0
Void,Dutchess,18,2016-11-08,U.S. House,,general,NY,45
Void,Westchester,18,2016-11-08,U.S. House,,general,NY,0
Void,Total,18,2016-11-08,U.S. House,,general,NY,45
Scattering,Orange,18,2016-11-08,U.S. House,,general,NY,54
Scattering,Putnam,18,2016-11-08,U.S. House,,general,NY,10
Scattering,Dutchess,18,2016-11-08,U.S. House,,general,NY,20
Scattering,Westchester,18,2016-11-08,U.S. House,,general,NY,14
Scattering,Total,18,2016-11-08,U.S. House,,general,NY,98
Total,Orange,18,2016-11-08,U.S. House,,general,NY,156666
Total,Putnam,18,2016-11-08,U.S. House,,general,NY,48865
Total,Dutchess,18,2016-11-08,U.S. House,,general,NY,76023
Total,Westchester,18,2016-11-08,U.S. House,,general,NY,37569
Total,Total,18,2016-11-08,U.S. House,,general,NY,319123
Zephyr Teachout,Columbia,19,2016-11-08,U.S. House,DEM,general,NY,12780
Zephyr Teachout,Delaware,19,2016-11-08,U.S. House,DEM,general,NY,6193
Zephyr Teachout,Greene,19,2016-11-08,U.S. House,DEM,general,NY,6580
Zephyr Teachout,Otsego,19,2016-11-08,U.S. House,DEM,general,NY,9565
Zephyr Teachout,Schoharie,19,2016-11-08,U.S. House,DEM,general,NY,4166
Zephyr Teachout,Sullivan,19,2016-11-08,U.S. House,DEM,general,NY,11717
Zephyr Teachout,Ulster,19,2016-11-08,U.S. House,DEM,general,NY,39997
Zephyr Teachout,Broome,19,2016-11-08,U.S. House,DEM,general,NY,223
Zephyr Teachout,Dutchess,19,2016-11-08,U.S. House,DEM,general,NY,22456
Zephyr Teachout,Montgomery,19,2016-11-08,U.S. House,DEM,general,NY,1398
Zephyr Teachout,Rensselaer,19,2016-11-08,U.S. House,DEM,general,NY,10881
Zephyr Teachout,Total,19,2016-11-08,U.S. House,DEM,general,NY,125956
John J. Faso,Columbia,19,2016-11-08,U.S. House,REP,general,NY,12652
John J. Faso,Delaware,19,2016-11-08,U.S. House,REP,general,NY,10316
John J. Faso,Greene,19,2016-11-08,U.S. House,REP,general,NY,11505
John J. Faso,Otsego,19,2016-11-08,U.S. House,REP,general,NY,11774
John J. Faso,Schoharie,19,2016-11-08,U.S. House,REP,general,NY,7213
John J. Faso,Sullivan,19,2016-11-08,U.S. House,REP,general,NY,12080
John J. Faso,Ulster,19,2016-11-08,U.S. House,REP,general,NY,28805
John J. Faso,Broome,19,2016-11-08,U.S. House,REP,general,NY,583
John J. Faso,Dutchess,19,2016-11-08,U.S. House,REP,general,NY,22595
John J. Faso,Montgomery,19,2016-11-08,U.S. House,REP,general,NY,3074
John J. Faso,Rensselaer,19,2016-11-08,U.S. House,REP,general,NY,15308
John J. Faso,Total,19,2016-11-08,U.S. House,REP,general,NY,135905
John J. Faso,Columbia,19,2016-11-08,U.S. House,CON,general,NY,2043
John J. Faso,Delaware,19,2016-11-08,U.S. House,CON,general,NY,1141
John J. Faso,Greene,19,2016-11-08,U.S. House,CON,general,NY,1656
John J. Faso,Otsego,19,2016-11-08,U.S. House,CON,general,NY,1266
John J. Faso,Schoharie,19,2016-11-08,U.S. House,CON,general,NY,1142
John J. Faso,Sullivan,19,2016-11-08,U.S. House,CON,general,NY,2030
John J. Faso,Ulster,19,2016-11-08,U.S. House,CON,general,NY,5248
John J. Faso,Broome,19,2016-11-08,U.S. House,CON,general,NY,33
John J. Faso,Dutchess,19,2016-11-08,U.S. House,CON,general,NY,3475
John J. Faso,Montgomery,19,2016-11-08,U.S. House,CON,general,NY,468
John J. Faso,Rensselaer,19,2016-11-08,U.S. House,CON,general,NY,2851
John J. Faso,Total,19,2016-11-08,U.S. House,CON,general,NY,21353
Zephyr Teachout,Columbia,19,2016-11-08,U.S. House,WOR,general,NY,1432
Zephyr Teachout,Delaware,19,2016-11-08,U.S. House,WOR,general,NY,750
Zephyr Teachout,Greene,19,2016-11-08,U.S. House,WOR,general,NY,738
Zephyr Teachout,Otsego,19,2016-11-08,U.S. House,WOR,general,NY,1077
Zephyr Teachout,Schoharie,19,2016-11-08,U.S. House,WOR,general,NY,556
Zephyr Teachout,Sullivan,19,2016-11-08,U.S. House,WOR,general,NY,1188
Zephyr Teachout,Ulster,19,2016-11-08,U.S. House,WOR,general,NY,5544
Zephyr Teachout,Broome,19,2016-11-08,U.S. House,WOR,general,NY,24
Zephyr Teachout,Dutchess,19,2016-11-08,U.S. House,WOR,general,NY,2291
Zephyr Teachout,Montgomery,19,2016-11-08,U.S. House,WOR,general,NY,183
Zephyr Teachout,Rensselaer,19,2016-11-08,U.S. House,WOR,general,NY,1485
Zephyr Teachout,Total,19,2016-11-08,U.S. House,WOR,general,NY,15268
John J. Faso,Columbia,19,2016-11-08,U.S. House,IND,general,NY,954
John J. Faso,Delaware,19,2016-11-08,U.S. House,IND,general,NY,400
John J. Faso,Greene,19,2016-11-08,U.S. House,IND,general,NY,506
John J. Faso,Otsego,19,2016-11-08,U.S. House,IND,general,NY,649
John J. Faso,Schoharie,19,2016-11-08,U.S. House,IND,general,NY,378
John J. Faso,Sullivan,19,2016-11-08,U.S. House,IND,general,NY,696
John J. Faso,Ulster,19,2016-11-08,U.S. House,IND,general,NY,1943
John J. Faso,Broome,19,2016-11-08,U.S. House,IND,general,NY,27
John J. Faso,Dutchess,19,2016-11-08,U.S. House,IND,general,NY,1100
John J. Faso,Montgomery,19,2016-11-08,U.S. House,IND,general,NY,111
John J. Faso,Rensselaer,19,2016-11-08,U.S. House,IND,general,NY,1264
John J. Faso,Total,19,2016-11-08,U.S. House,IND,general,NY,8028
John J. Faso,Columbia,19,2016-11-08,U.S. House,REF,general,NY,92
John J. Faso,Delaware,19,2016-11-08,U.S. House,REF,general,NY,56
John J. Faso,Greene,19,2016-11-08,U.S. House,REF,general,NY,73
John J. Faso,Otsego,19,2016-11-08,U.S. House,REF,general,NY,79
John J. Faso,Schoharie,19,2016-11-08,U.S. House,REF,general,NY,45
John J. Faso,Sullivan,19,2016-11-08,U.S. House,REF,general,NY,102
John J. Faso,Ulster,19,2016-11-08,U.S. House,REF,general,NY,220
John J. Faso,Broome,19,2016-11-08,U.S. House,REF,general,NY,3
John J. Faso,Dutchess,19,2016-11-08,U.S. House,REF,general,NY,108
John J. Faso,Montgomery,19,2016-11-08,U.S. House,REF,general,NY,19
John J. Faso,Rensselaer,19,2016-11-08,U.S. House,REF,general,NY,88
John J. Faso,Total,19,2016-11-08,U.S. House,REF,general,NY,885
Blank,Columbia,19,2016-11-08,U.S. House,,general,NY,1152
Blank,Delaware,19,2016-11-08,U.S. House,,general,NY,1064
Blank,Greene,19,2016-11-08,U.S. House,,general,NY,1229
Blank,Otsego,19,2016-11-08,U.S. House,,general,NY,1489
Blank,Schoharie,19,2016-11-08,U.S. House,,general,NY,645
Blank,Sullivan,19,2016-11-08,U.S. House,,general,NY,2638
Blank,Ulster,19,2016-11-08,U.S. House,,general,NY,4407
Blank,Broome,19,2016-11-08,U.S. House,,general,NY,99
Blank,Dutchess,19,2016-11-08,U.S. House,,general,NY,4131
Blank,Montgomery,19,2016-11-08,U.S. House,,general,NY,422
Blank,Rensselaer,19,2016-11-08,U.S. House,,general,NY,1547
Blank,Total,19,2016-11-08,U.S. House,,general,NY,18823
Void,Columbia,19,2016-11-08,U.S. House,,general,NY,13
Void,Delaware,19,2016-11-08,U.S. House,,general,NY,3
Void,Greene,19,2016-11-08,U.S. House,,general,NY,1
Void,Otsego,19,2016-11-08,U.S. House,,general,NY,13
Void,Schoharie,19,2016-11-08,U.S. House,,general,NY,6
Void,Sullivan,19,2016-11-08,U.S. House,,general,NY,26
Void,Ulster,19,2016-11-08,U.S. House,,general,NY,71
Void,Broome,19,2016-11-08,U.S. House,,general,NY,1
Void,Dutchess,19,2016-11-08,U.S. House,,general,NY,14
Void,Montgomery,19,2016-11-08,U.S. House,,general,NY,3
Void,Rensselaer,19,2016-11-08,U.S. House,,general,NY,0
Void,Total,19,2016-11-08,U.S. House,,general,NY,151
Scattering,Columbia,19,2016-11-08,U.S. House,,general,NY,34
Scattering,Delaware,19,2016-11-08,U.S. House,,general,NY,9
Scattering,Greene,19,2016-11-08,U.S. House,,general,NY,37
Scattering,Otsego,19,2016-11-08,U.S. House,,general,NY,24
Scattering,Schoharie,19,2016-11-08,U.S. House,,general,NY,14
Scattering,Sullivan,19,2016-11-08,U.S. House,,general,NY,7
Scattering,Ulster,19,2016-11-08,U.S. House,,general,NY,33
Scattering,Broome,19,2016-11-08,U.S. House,,general,NY,1
Scattering,Dutchess,19,2016-11-08,U.S. House,,general,NY,22
Scattering,Montgomery,19,2016-11-08,U.S. House,,general,NY,3
Scattering,Rensselaer,19,2016-11-08,U.S. House,,general,NY,35
Scattering,Total,19,2016-11-08,U.S. House,,general,NY,219
Total,Columbia,19,2016-11-08,U.S. House,,general,NY,31152
Total,Delaware,19,2016-11-08,U.S. House,,general,NY,19932
Total,Greene,19,2016-11-08,U.S. House,,general,NY,22325
Total,Otsego,19,2016-11-08,U.S. House,,general,NY,25936
Total,Schoharie,19,2016-11-08,U.S. House,,general,NY,14165
Total,Sullivan,19,2016-11-08,U.S. House,,general,NY,30484
Total,Ulster,19,2016-11-08,U.S. House,,general,NY,86268
Total,Broome,19,2016-11-08,U.S. House,,general,NY,994
Total,Dutchess,19,2016-11-08,U.S. House,,general,NY,56192
Total,Montgomery,19,2016-11-08,U.S. House,,general,NY,5681
Total,Rensselaer,19,2016-11-08,U.S. House,,general,NY,33459
Total,Total,19,2016-11-08,U.S. House,,general,NY,326588
Paul D. Tonko,Albany,20,2016-11-08,U.S. House,DEM,general,NY,85421
Paul D. Tonko,Schenectady,20,2016-11-08,U.S. House,DEM,general,NY,38492
Paul D. Tonko,Montgomery,20,2016-11-08,U.S. House,DEM,general,NY,6840
Paul D. Tonko,Rensselaer,20,2016-11-08,U.S. House,DEM,general,NY,21250
Paul D. Tonko,Saratoga,20,2016-11-08,U.S. House,DEM,general,NY,36423
Paul D. Tonko,Total,20,2016-11-08,U.S. House,DEM,general,NY,188426
Joe Vitollo,Albany,20,2016-11-08,U.S. House,REP,general,NY,30433
Joe Vitollo,Schenectady,20,2016-11-08,U.S. House,REP,general,NY,17475
Joe Vitollo,Montgomery,20,2016-11-08,U.S. House,REP,general,NY,4087
Joe Vitollo,Rensselaer,20,2016-11-08,U.S. House,REP,general,NY,9048
Joe Vitollo,Saratoga,20,2016-11-08,U.S. House,REP,general,NY,22278
Joe Vitollo,Total,20,2016-11-08,U.S. House,REP,general,NY,83321
Joe Vitollo,Albany,20,2016-11-08,U.S. House,CON,general,NY,5468
Joe Vitollo,Schenectady,20,2016-11-08,U.S. House,CON,general,NY,3712
Joe Vitollo,Montgomery,20,2016-11-08,U.S. House,CON,general,NY,833
Joe Vitollo,Rensselaer,20,2016-11-08,U.S. House,CON,general,NY,2018
Joe Vitollo,Saratoga,20,2016-11-08,U.S. House,CON,general,NY,3880
Joe Vitollo,Total,20,2016-11-08,U.S. House,CON,general,NY,15911
Paul D. Tonko,Albany,20,2016-11-08,U.S. House,WOR,general,NY,4871
Paul D. Tonko,Schenectady,20,2016-11-08,U.S. House,WOR,general,NY,2190
Paul D. Tonko,Montgomery,20,2016-11-08,U.S. House,WOR,general,NY,533
Paul D. Tonko,Rensselaer,20,2016-11-08,U.S. House,WOR,general,NY,1516
Paul D. Tonko,Saratoga,20,2016-11-08,U.S. House,WOR,general,NY,1819
Paul D. Tonko,Total,20,2016-11-08,U.S. House,WOR,general,NY,10929
Paul D. Tonko,Albany,20,2016-11-08,U.S. House,IND,general,NY,4363
Paul D. Tonko,Schenectady,20,2016-11-08,U.S. House,IND,general,NY,1983
Paul D. Tonko,Montgomery,20,2016-11-08,U.S. House,IND,general,NY,431
Paul D. Tonko,Rensselaer,20,2016-11-08,U.S. House,IND,general,NY,1926
Paul D. Tonko,Saratoga,20,2016-11-08,U.S. House,IND,general,NY,1923
Paul D. Tonko,Total,20,2016-11-08,U.S. House,IND,general,NY,10626
Paul D. Tonko,Albany,20,2016-11-08,U.S. House,WEP,general,NY,1374
Paul D. Tonko,Schenectady,20,2016-11-08,U.S. House,WEP,general,NY,536
Paul D. Tonko,Montgomery,20,2016-11-08,U.S. House,WEP,general,NY,114
Paul D. Tonko,Rensselaer,20,2016-11-08,U.S. House,WEP,general,NY,425
Paul D. Tonko,Saratoga,20,2016-11-08,U.S. House,WEP,general,NY,588
Paul D. Tonko,Total,20,2016-11-08,U.S. House,WEP,general,NY,3037
Joe Vitollo,Albany,20,2016-11-08,U.S. House,REF,general,NY,746
Joe Vitollo,Schenectady,20,2016-11-08,U.S. House,REF,general,NY,269
Joe Vitollo,Montgomery,20,2016-11-08,U.S. House,REF,general,NY,42
Joe Vitollo,Rensselaer,20,2016-11-08,U.S. House,REF,general,NY,189
Joe Vitollo,Saratoga,20,2016-11-08,U.S. House,REF,general,NY,262
Joe Vitollo,Total,20,2016-11-08,U.S. House,REF,general,NY,1508
Blank,Albany,20,2016-11-08,U.S. House,,general,NY,8408
Blank,Schenectady,20,2016-11-08,U.S. House,,general,NY,3156
Blank,Montgomery,20,2016-11-08,U.S. House,,general,NY,703
Blank,Rensselaer,20,2016-11-08,U.S. House,,general,NY,2261
Blank,Saratoga,20,2016-11-08,U.S. House,,general,NY,3756
Blank,Total,20,2016-11-08,U.S. House,,general,NY,18284
Void,Albany,20,2016-11-08,U.S. House,,general,NY,120
Void,Schenectady,20,2016-11-08,U.S. House,,general,NY,39
Void,Montgomery,20,2016-11-08,U.S. House,,general,NY,6
Void,Rensselaer,20,2016-11-08,U.S. House,,general,NY,4
Void,Saratoga,20,2016-11-08,U.S. House,,general,NY,0
Void,Total,20,2016-11-08,U.S. House,,general,NY,169
Scattering,Albany,20,2016-11-08,U.S. House,,general,NY,102
Scattering,Schenectady,20,2016-11-08,U.S. House,,general,NY,32
Scattering,Montgomery,20,2016-11-08,U.S. House,,general,NY,4
Scattering,Rensselaer,20,2016-11-08,U.S. House,,general,NY,21
Scattering,Saratoga,20,2016-11-08,U.S. House,,general,NY,22
Scattering,Total,20,2016-11-08,U.S. House,,general,NY,181
Total,Albany,20,2016-11-08,U.S. House,,general,NY,141306
Total,Schenectady,20,2016-11-08,U.S. House,,general,NY,67884
Total,Montgomery,20,2016-11-08,U.S. House,,general,NY,13593
Total,Rensselaer,20,2016-11-08,U.S. House,,general,NY,38658
Total,Saratoga,20,2016-11-08,U.S. House,,general,NY,70951
Total,Total,20,2016-11-08,U.S. House,,general,NY,332392
Mike Derrick,Clinton,21,2016-11-08,U.S. House,DEM,general,NY,12323
Mike Derrick,Essex,21,2016-11-08,U.S. House,DEM,general,NY,6056
Mike Derrick,Franklin,21,2016-11-08,U.S. House,DEM,general,NY,6145
Mike Derrick,Fulton,21,2016-11-08,U.S. House,DEM,general,NY,4162
Mike Derrick,Hamilton,21,2016-11-08,U.S. House,DEM,general,NY,686
Mike Derrick,Jefferson,21,2016-11-08,U.S. House,DEM,general,NY,8139
Mike Derrick,Lewis,21,2016-11-08,U.S. House,DEM,general,NY,1971
Mike Derrick,St. Lawrence,21,2016-11-08,U.S. House,DEM,general,NY,11733
Mike Derrick,Warren,21,2016-11-08,U.S. House,DEM,general,NY,7331
Mike Derrick,Washington,21,2016-11-08,U.S. House,DEM,general,NY,5736
Mike Derrick,Herkimer,21,2016-11-08,U.S. House,DEM,general,NY,808
Mike Derrick,Saratoga,21,2016-11-08,U.S. House,DEM,general,NY,10875
Mike Derrick,Total,21,2016-11-08,U.S. House,DEM,general,NY,75965
Elise M. Stefanik,Clinton,21,2016-11-08,U.S. House,REP,general,NY,14772
Elise M. Stefanik,Essex,21,2016-11-08,U.S. House,REP,general,NY,8147
Elise M. Stefanik,Franklin,21,2016-11-08,U.S. House,REP,general,NY,8180
Elise M. Stefanik,Fulton,21,2016-11-08,U.S. House,REP,general,NY,12906
Elise M. Stefanik,Hamilton,21,2016-11-08,U.S. House,REP,general,NY,1962
Elise M. Stefanik,Jefferson,21,2016-11-08,U.S. House,REP,general,NY,23059
Elise M. Stefanik,Lewis,21,2016-11-08,U.S. House,REP,general,NY,7206
Elise M. Stefanik,St. Lawrence,21,2016-11-08,U.S. House,REP,general,NY,20381
Elise M. Stefanik,Warren,21,2016-11-08,U.S. House,REP,general,NY,16538
Elise M. Stefanik,Washington,21,2016-11-08,U.S. House,REP,general,NY,13460
Elise M. Stefanik,Herkimer,21,2016-11-08,U.S. House,REP,general,NY,2352
Elise M. Stefanik,Saratoga,21,2016-11-08,U.S. House,REP,general,NY,23634
Elise M. Stefanik,Total,21,2016-11-08,U.S. House,REP,general,NY,152597
Elise M. Stefanik,Clinton,21,2016-11-08,U.S. House,CON,general,NY,1246
Elise M. Stefanik,Essex,21,2016-11-08,U.S. House,CON,general,NY,694
Elise M. Stefanik,Franklin,21,2016-11-08,U.S. House,CON,general,NY,624
Elise M. Stefanik,Fulton,21,2016-11-08,U.S. House,CON,general,NY,1279
Elise M. Stefanik,Hamilton,21,2016-11-08,U.S. House,CON,general,NY,207
Elise M. Stefanik,Jefferson,21,2016-11-08,U.S. House,CON,general,NY,2210
Elise M. Stefanik,Lewis,21,2016-11-08,U.S. House,CON,general,NY,732
Elise M. Stefanik,St. Lawrence,21,2016-11-08,U.S. House,CON,general,NY,2032
Elise M. Stefanik,Warren,21,2016-11-08,U.S. House,CON,general,NY,1684
Elise M. Stefanik,Washington,21,2016-11-08,U.S. House,CON,general,NY,1709
Elise M. Stefanik,Herkimer,21,2016-11-08,U.S. House,CON,general,NY,236
Elise M. Stefanik,Saratoga,21,2016-11-08,U.S. House,CON,general,NY,2873
Elise M. Stefanik,Total,21,2016-11-08,U.S. House,CON,general,NY,15526
Matthew J. Funiciello,Clinton,21,2016-11-08,U.S. House,GRN,general,NY,853
Matthew J. Funiciello,Essex,21,2016-11-08,U.S. House,GRN,general,NY,691
Matthew J. Funiciello,Franklin,21,2016-11-08,U.S. House,GRN,general,NY,521
Matthew J. Funiciello,Fulton,21,2016-11-08,U.S. House,GRN,general,NY,488
Matthew J. Funiciello,Hamilton,21,2016-11-08,U.S. House,GRN,general,NY,93
Matthew J. Funiciello,Jefferson,21,2016-11-08,U.S. House,GRN,general,NY,1367
Matthew J. Funiciello,Lewis,21,2016-11-08,U.S. House,GRN,general,NY,300
Matthew J. Funiciello,St. Lawrence,21,2016-11-08,U.S. House,GRN,general,NY,1482
Matthew J. Funiciello,Warren,21,2016-11-08,U.S. House,GRN,general,NY,3178
Matthew J. Funiciello,Washington,21,2016-11-08,U.S. House,GRN,general,NY,1522
Matthew J. Funiciello,Herkimer,21,2016-11-08,U.S. House,GRN,general,NY,109
Matthew J. Funiciello,Saratoga,21,2016-11-08,U.S. House,GRN,general,NY,1848
Matthew J. Funiciello,Total,21,2016-11-08,U.S. House,GRN,general,NY,12452
Mike Derrick,Clinton,21,2016-11-08,U.S. House,WOR,general,NY,1103
Mike Derrick,Essex,21,2016-11-08,U.S. House,WOR,general,NY,519
Mike Derrick,Franklin,21,2016-11-08,U.S. House,WOR,general,NY,501
Mike Derrick,Fulton,21,2016-11-08,U.S. House,WOR,general,NY,370
Mike Derrick,Hamilton,21,2016-11-08,U.S. House,WOR,general,NY,39
Mike Derrick,Jefferson,21,2016-11-08,U.S. House,WOR,general,NY,655
Mike Derrick,Lewis,21,2016-11-08,U.S. House,WOR,general,NY,219
Mike Derrick,St. Lawrence,21,2016-11-08,U.S. House,WOR,general,NY,852
Mike Derrick,Warren,21,2016-11-08,U.S. House,WOR,general,NY,500
Mike Derrick,Washington,21,2016-11-08,U.S. House,WOR,general,NY,506
Mike Derrick,Herkimer,21,2016-11-08,U.S. House,WOR,general,NY,64
Mike Derrick,Saratoga,21,2016-11-08,U.S. House,WOR,general,NY,868
Mike Derrick,Total,21,2016-11-08,U.S. House,WOR,general,NY,6196
Elise M. Stefanik,Clinton,21,2016-11-08,U.S. House,IND,general,NY,963
Elise M. Stefanik,Essex,21,2016-11-08,U.S. House,IND,general,NY,385
Elise M. Stefanik,Franklin,21,2016-11-08,U.S. House,IND,general,NY,450
Elise M. Stefanik,Fulton,21,2016-11-08,U.S. House,IND,general,NY,499
Elise M. Stefanik,Hamilton,21,2016-11-08,U.S. House,IND,general,NY,68
Elise M. Stefanik,Jefferson,21,2016-11-08,U.S. House,IND,general,NY,1538
Elise M. Stefanik,Lewis,21,2016-11-08,U.S. House,IND,general,NY,414
Elise M. Stefanik,St. Lawrence,21,2016-11-08,U.S. House,IND,general,NY,1162
Elise M. Stefanik,Warren,21,2016-11-08,U.S. House,IND,general,NY,1049
Elise M. Stefanik,Washington,21,2016-11-08,U.S. House,IND,general,NY,747
Elise M. Stefanik,Herkimer,21,2016-11-08,U.S. House,IND,general,NY,105
Elise M. Stefanik,Saratoga,21,2016-11-08,U.S. House,IND,general,NY,1419
Elise M. Stefanik,Total,21,2016-11-08,U.S. House,IND,general,NY,8799
Elise M. Stefanik,Clinton,21,2016-11-08,U.S. House,REF,general,NY,91
Elise M. Stefanik,Essex,21,2016-11-08,U.S. House,REF,general,NY,60
Elise M. Stefanik,Franklin,21,2016-11-08,U.S. House,REF,general,NY,72
Elise M. Stefanik,Fulton,21,2016-11-08,U.S. House,REF,general,NY,58
Elise M. Stefanik,Hamilton,21,2016-11-08,U.S. House,REF,general,NY,6
Elise M. Stefanik,Jefferson,21,2016-11-08,U.S. House,REF,general,NY,142
Elise M. Stefanik,Lewis,21,2016-11-08,U.S. House,REF,general,NY,33
Elise M. Stefanik,St. Lawrence,21,2016-11-08,U.S. House,REF,general,NY,138
Elise M. Stefanik,Warren,21,2016-11-08,U.S. House,REF,general,NY,117
Elise M. Stefanik,Washington,21,2016-11-08,U.S. House,REF,general,NY,74
Elise M. Stefanik,Herkimer,21,2016-11-08,U.S. House,REF,general,NY,18
Elise M. Stefanik,Saratoga,21,2016-11-08,U.S. House,REF,general,NY,155
Elise M. Stefanik,Total,21,2016-11-08,U.S. House,REF,general,NY,964
Blank,Clinton,21,2016-11-08,U.S. House,,general,NY,3171
Blank,Essex,21,2016-11-08,U.S. House,,general,NY,906
Blank,Franklin,21,2016-11-08,U.S. House,,general,NY,681
Blank,Fulton,21,2016-11-08,U.S. House,,general,NY,1688
Blank,Hamilton,21,2016-11-08,U.S. House,,general,NY,216
Blank,Jefferson,21,2016-11-08,U.S. House,,general,NY,1422
Blank,Lewis,21,2016-11-08,U.S. House,,general,NY,573
Blank,St. Lawrence,21,2016-11-08,U.S. House,,general,NY,1837
Blank,Warren,21,2016-11-08,U.S. House,,general,NY,1286
Blank,Washington,21,2016-11-08,U.S. House,,general,NY,1008
Blank,Herkimer,21,2016-11-08,U.S. House,,general,NY,633
Blank,Saratoga,21,2016-11-08,U.S. House,,general,NY,2467
Blank,Total,21,2016-11-08,U.S. House,,general,NY,15888
Void,Clinton,21,2016-11-08,U.S. House,,general,NY,9
Void,Essex,21,2016-11-08,U.S. House,,general,NY,0
Void,Franklin,21,2016-11-08,U.S. House,,general,NY,11
Void,Fulton,21,2016-11-08,U.S. House,,general,NY,11
Void,Hamilton,21,2016-11-08,U.S. House,,general,NY,0
Void,Jefferson,21,2016-11-08,U.S. House,,general,NY,54
Void,Lewis,21,2016-11-08,U.S. House,,general,NY,5
Void,St. Lawrence,21,2016-11-08,U.S. House,,general,NY,0
Void,Warren,21,2016-11-08,U.S. House,,general,NY,23
Void,Washington,21,2016-11-08,U.S. House,,general,NY,0
Void,Herkimer,21,2016-11-08,U.S. House,,general,NY,4
Void,Saratoga,21,2016-11-08,U.S. House,,general,NY,0
Void,Total,21,2016-11-08,U.S. House,,general,NY,117
Scattering,Clinton,21,2016-11-08,U.S. House,,general,NY,5
Scattering,Essex,21,2016-11-08,U.S. House,,general,NY,4
Scattering,Franklin,21,2016-11-08,U.S. House,,general,NY,4
Scattering,Fulton,21,2016-11-08,U.S. House,,general,NY,3
Scattering,Hamilton,21,2016-11-08,U.S. House,,general,NY,0
Scattering,Jefferson,21,2016-11-08,U.S. House,,general,NY,24
Scattering,Lewis,21,2016-11-08,U.S. House,,general,NY,2
Scattering,St. Lawrence,21,2016-11-08,U.S. House,,general,NY,15
Scattering,Warren,21,2016-11-08,U.S. House,,general,NY,10
Scattering,Washington,21,2016-11-08,U.S. House,,general,NY,11
Scattering,Herkimer,21,2016-11-08,U.S. House,,general,NY,1
Scattering,Saratoga,21,2016-11-08,U.S. House,,general,NY,28
Scattering,Total,21,2016-11-08,U.S. House,,general,NY,107
Total,Clinton,21,2016-11-08,U.S. House,,general,NY,34536
