candidate,county,district,election_date,office,party,scope,state,votes
Scattering,Queens,7,2016-11-08,U.S. House,,general,NY,25
Scattering,Total,7,2016-11-08,U.S. House,,general,NY,266
Total,Kings,7,2016-11-08,U.S. House,,general,NY,148950
Total,New York,7,2016-11-08,U.S. House,,general,NY,28775
Total,Queens,7,2016-11-08,U.S. House,,general,NY,29258
Total,Total,7,2016-11-08,U.S. House,,general,NY,206983
Hakeem S. Jeffries,Kings,8,2016-11-08,U.S. House,DEM,general,NY,195123
Hakeem S. Jeffries,Queens,8,2016-11-08,U.S. House,DEM,general,NY,8112
Hakeem S. Jeffries,Total,8,2016-11-08,U.S. House,DEM,general,NY,203235
Daniel J. Cavanagh,Kings,8,2016-11-08,U.S. House,CON,general,NY,11717
Daniel J. Cavanagh,Queens,8,2016-11-08,U.S. House,CON,general,NY,3684
Daniel J. Cavanagh,Total,8,2016-11-08,U.S. House,CON,general,NY,15401
Hakeem S. Jeffries,Kings,8,2016-11-08,U.S. House,WOR,general,NY,10716
Hakeem S. Jeffries,Queens,8,2016-11-08,U.S. House,WOR,general,NY,644
Hakeem S. Jeffries,Total,8,2016-11-08,U.S. House,WOR,general,NY,11360
Blank,Kings,8,2016-11-08,U.S. House,,general,NY,23083
Blank,Queens,8,2016-11-08,U.S. House,,general,NY,4316
Blank,Total,8,2016-11-08,U.S. House,,general,NY,27399
Void,Kings,8,2016-11-08,U.S. House,,general,NY,0
Void,Queens,8,2016-11-08,U.S. House,,general,NY,0
Void,Total,8,2016-11-08,U.S. House,,general,NY,0
Scattering,Kings,8,2016-11-08,U.S. House,,general,NY,194
Scattering,Queens,8,2016-11-08,U.S. House,,general,NY,13
Scattering,Total,8,2016-11-08,U.S. House,,general,NY,207
Total,Kings,8,2016-11-08,U.S. House,,general,NY,240833
Total,Queens,8,2016-11-08,U.S. House,,general,NY,16769
Total,Total,8,2016-11-08,U.S. House,,general,NY,257602
Yvette D. Clarke,Kings,9,2016-11-08,U.S. House,DEM,general,NY,198886
Alan Bellone,Kings,9,2016-11-08,U.S. House,CON,general,NY,17576
Yvette D. Clarke,Kings,9,2016-11-08,U.S. House,WOR,general,NY,15303
Blank,Kings,9,2016-11-08,U.S. House,,general,NY,24759
Void,Kings,9,2016-11-08,U.S. House,,general,NY,0
Scattering,Kings,9,2016-11-08,U.S. House,,general,NY,329
Total,Kings,9,2016-11-08,U.S. House,,general,NY,256853
Jerrold L. Nadler,Kings,10,2016-11-08,U.S. House,DEM,general,NY,29129
Jerrold L. Nadler,New York,10,2016-11-08,U.S. House,DEM,general,NY,150988
Jerrold L. Nadler,Total,10,2016-11-08,U.S. House,DEM,general,NY,180117
Philip Rosenthal,Kings,10,2016-11-08,U.S. House,REP,general,NY,19646
Philip Rosenthal,New York,10,2016-11-08,U.S. House,REP,general,NY,26629
Philip Rosenthal,Total,10,2016-11-08,U.S. House,REP,general,NY,46275
Philip Rosenthal,Kings,10,2016-11-08,U.S. House,CON,general,NY,2632
Philip Rosenthal,New York,10,2016-11-08,U.S. House,CON,general,NY,2014
Philip Rosenthal,Total,10,2016-11-08,U.S. House,CON,general,NY,4646
Jerrold L. Nadler,Kings,10,2016-11-08,U.S. House,WOR,general,NY,2241
Jerrold L. Nadler,New York,10,2016-11-08,U.S. House,WOR,general,NY,8230
Jerrold L. Nadler,Total,10,2016-11-08,U.S. House,WOR,general,NY,10471
Philip Rosenthal,Kings,10,2016-11-08,U.S. House,IND,general,NY,595
Philip Rosenthal,New York,10,2016-11-08,U.S. House,IND,general,NY,1498
Philip Rosenthal,Total,10,2016-11-08,U.S. House,IND,general,NY,2093
Jerrold L. Nadler,Kings,10,2016-11-08,U.S. House,WEP,general,NY,385
Jerrold L. Nadler,New York,10,2016-11-08,U.S. House,WEP,general,NY,1398
Jerrold L. Nadler,Total,10,2016-11-08,U.S. House,WEP,general,NY,1783
Philip Rosenthal,Kings,10,2016-11-08,U.S. House,SID,general,NY,437
Philip Rosenthal,New York,10,2016-11-08,U.S. House,SID,general,NY,406
Philip Rosenthal,Total,10,2016-11-08,U.S. House,SID,general,NY,843
Blank,Kings,10,2016-11-08,U.S. House,,general,NY,8790
Blank,New York,10,2016-11-08,U.S. House,,general,NY,11201
Blank,Total,10,2016-11-08,U.S. House,,general,NY,19991
Void,Kings,10,2016-11-08,U.S. House,,general,NY,0
Void,New York,10,2016-11-08,U.S. House,,general,NY,0
Void,Total,10,2016-11-08,U.S. House,,general,NY,0
Scattering,Kings,10,2016-11-08,U.S. House,,general,NY,108
Scattering,New York,10,2016-11-08,U.S. House,,general,NY,189
Scattering,Total,10,2016-11-08,U.S. House,,general,NY,297
Total,Kings,10,2016-11-08,U.S. House,,general,NY,63963
Total,New York,10,2016-11-08,U.S. House,,general,NY,202553
Total,Total,10,2016-11-08,U.S. House,,general,NY,266516
Richard A. Reichard,Richmond,11,2016-11-08,U.S. House,DEM,general,NY,57008
Richard A. Reichard,Kings,11,2016-11-08,U.S. House,DEM,general,NY,28249
Richard A. Reichard,Total,11,2016-11-08,U.S. House,DEM,general,NY,85257
Dan Donovan,Richmond,11,2016-11-08,U.S. House,REP,general,NY,96225
Dan Donovan,Kings,11,2016-11-08,U.S. House,REP,general,NY,26381
Dan Donovan,Total,11,2016-11-08,U.S. House,REP,general,NY,122606
Dan Donovan,Richmond,11,2016-11-08,U.S. House,CON,general,NY,9883
Dan Donovan,Kings,11,2016-11-08,U.S. House,CON,general,NY,2941
Dan Donovan,Total,11,2016-11-08,U.S. House,CON,general,NY,12824
Henry J. Bardel,Richmond,11,2016-11-08,U.S. House,GRN,general,NY,2344
Henry J. Bardel,Kings,11,2016-11-08,U.S. House,GRN,general,NY,1562
Henry J. Bardel,Total,11,2016-11-08,U.S. House,GRN,general,NY,3906
Dan Donovan,Richmond,11,2016-11-08,U.S. House,IND,general,NY,4458
Dan Donovan,Kings,11,2016-11-08,U.S. House,IND,general,NY,1178
Dan Donovan,Total,11,2016-11-08,U.S. House,IND,general,NY,5636
Dan Donovan,Richmond,11,2016-11-08,U.S. House,REF,general,NY,1313
Dan Donovan,Kings,11,2016-11-08,U.S. House,REF,general,NY,555
Dan Donovan,Total,11,2016-11-08,U.S. House,REF,general,NY,1868
Blank,Richmond,11,2016-11-08,U.S. House,,general,NY,10703
Blank,Kings,11,2016-11-08,U.S. House,,general,NY,8698
Blank,Total,11,2016-11-08,U.S. House,,general,NY,19401
Void,Richmond,11,2016-11-08,U.S. House,,general,NY,0
Void,Kings,11,2016-11-08,U.S. House,,general,NY,0
Void,Total,11,2016-11-08,U.S. House,,general,NY,0
Scattering,Richmond,11,2016-11-08,U.S. House,,general,NY,163
Scattering,Kings,11,2016-11-08,U.S. House,,general,NY,57
Scattering,Total,11,2016-11-08,U.S. House,,general,NY,220
Total,Richmond,11,2016-11-08,U.S. House,,general,NY,182097
Total,Kings,11,2016-11-08,U.S. House,,general,NY,69621
Total,Total,11,2016-11-08,U.S. House,,general,NY,251718
Carolyn B. Maloney,Kings,12,2016-11-08,U.S. House,DEM,general,NY,22904
Carolyn B. Maloney,New York,12,2016-11-08,U.S. House,DEM,general,NY,172421
Carolyn B. Maloney,Queens,12,2016-11-08,U.S. House,DEM,general,NY,34828
Carolyn B. Maloney,Total,12,2016-11-08,U.S. House,DEM,general,NY,230153
Robert Ardini,Kings,12,2016-11-08,U.S. House,REP,general,NY,2813
Robert Ardini,New York,12,2016-11-08,U.S. House,REP,general,NY,41648
Robert Ardini,Queens,12,2016-11-08,U.S. House,REP,general,NY,4938
Robert Ardini,Total,12,2016-11-08,U.S. House,REP,general,NY,49399
Carolyn B. Maloney,Kings,12,2016-11-08,U.S. House,WOR,general,NY,2876
Carolyn B. Maloney,New York,12,2016-11-08,U.S. House,WOR,general,NY,8692
Carolyn B. Maloney,Queens,12,2016-11-08,U.S. House,WOR,general,NY,2637
Carolyn B. Maloney,Total,12,2016-11-08,U.S. House,WOR,general,NY,14205
Blank,Kings,12,2016-11-08,U.S. House,,general,NY,1651
Blank,New York,12,2016-11-08,U.S. House,,general,NY,13795
Blank,Queens,12,2016-11-08,U.S. House,,general,NY,2773
Blank,Total,12,2016-11-08,U.S. House,,general,NY,18219
Void,Kings,12,2016-11-08,U.S. House,,general,NY,0
Void,New York,12,2016-11-08,U.S. House,,general,NY,0
Void,Queens,12,2016-11-08,U.S. House,,general,NY,0
Void,Total,12,2016-11-08,U.S. House,,general,NY,0
Scattering,Kings,12,2016-11-08,U.S. House,,general,NY,38
Scattering,New York,12,2016-11-08,U.S. House,,general,NY,224
Scattering,Queens,12,2016-11-08,U.S. House,,general,NY,52
Scattering,Total,12,2016-11-08,U.S. House,,general,NY,314
Total,Kings,12,2016-11-08,U.S. House,,general,NY,30282
Total,New York,12,2016-11-08,U.S. House,,general,NY,236780
Total,Queens,12,2016-11-08,U.S. House,,general,NY,45228
Total,Total,12,2016-11-08,U.S. House,,general,NY,312290
Adriano Espaillat,Bronx,13,2016-11-08,U.S. House,DEM,general,NY,40356
Adriano Espaillat,New York,13,2016-11-08,U.S. House,DEM,general,NY,166838
Adriano Espaillat,Total,13,2016-11-08,U.S. House,DEM,general,NY,207194
"Robert A. Evans, Jr.",Bronx,13,2016-11-08,U.S. House,REP,general,NY,3002
"Robert A. Evans, Jr.",New York,13,2016-11-08,U.S. House,REP,general,NY,10127
"Robert A. Evans, Jr.",Total,13,2016-11-08,U.S. House,REP,general,NY,13129
Daniel Vila Rivera,Bronx,13,2016-11-08,U.S. House,GRN,general,NY,1248
Daniel Vila Rivera,New York,13,2016-11-08,U.S. House,GRN,general,NY,7000
Daniel Vila Rivera,Total,13,2016-11-08,U.S. House,GRN,general,NY,8248
"Robert A. Evans, Jr.",Bronx,13,2016-11-08,U.S. House,IND,general,NY,469
"Robert A. Evans, Jr.",New York,13,2016-11-08,U.S. House,IND,general,NY,2491
"Robert A. Evans, Jr.",Total,13,2016-11-08,U.S. House,IND,general,NY,2960
Scott Lloyd Fenstermaker,Bronx,13,2016-11-08,U.S. House,TGP,general,NY,299
Scott Lloyd Fenstermaker,New York,13,2016-11-08,U.S. House,TGP,general,NY,1578
Scott Lloyd Fenstermaker,Total,13,2016-11-08,U.S. House,TGP,general,NY,1877
Blank,Bronx,13,2016-11-08,U.S. House,,general,NY,4818
Blank,New York,13,2016-11-08,U.S. House,,general,NY,16684
Blank,Total,13,2016-11-08,U.S. House,,general,NY,21502
Void,Bronx,13,2016-11-08,U.S. House,,general,NY,0
Void,New York,13,2016-11-08,U.S. House,,general,NY,0
Void,Total,13,2016-11-08,U.S. House,,general,NY,0
Scattering,Bronx,13,2016-11-08,U.S. House,,general,NY,44
Scattering,New York,13,2016-11-08,U.S. House,,general,NY,285
Scattering,Total,13,2016-11-08,U.S. House,,general,NY,329
Total,Bronx,13,2016-11-08,U.S. House,,general,NY,50236
Total,New York,13,2016-11-08,U.S. House,,general,NY,205003
Total,Total,13,2016-11-08,U.S. House,,general,NY,255239
Joseph Crowley,Bronx,14,2016-11-08,U.S. House,DEM,general,NY,48027
Joseph Crowley,Queens,14,2016-11-08,U.S. House,DEM,general,NY,90340
Joseph Crowley,Total,14,2016-11-08,U.S. House,DEM,general,NY,138367
Frank J. Spotorno,Bronx,14,2016-11-08,U.S. House,REP,general,NY,10982
Frank J. Spotorno,Queens,14,2016-11-08,U.S. House,REP,general,NY,15909
Frank J. Spotorno,Total,14,2016-11-08,U.S. House,REP,general,NY,26891
Frank J. Spotorno,Bronx,14,2016-11-08,U.S. House,CON,general,NY,1650
Frank J. Spotorno,Queens,14,2016-11-08,U.S. House,CON,general,NY,2004
Frank J. Spotorno,Total,14,2016-11-08,U.S. House,CON,general,NY,3654
Joseph Crowley,Bronx,14,2016-11-08,U.S. House,WOR,general,NY,2054
Joseph Crowley,Queens,14,2016-11-08,U.S. House,WOR,general,NY,5263
Joseph Crowley,Total,14,2016-11-08,U.S. House,WOR,general,NY,7317
Joseph Crowley,Bronx,14,2016-11-08,U.S. House,WEP,general,NY,468
Joseph Crowley,Queens,14,2016-11-08,U.S. House,WEP,general,NY,1435
Joseph Crowley,Total,14,2016-11-08,U.S. House,WEP,general,NY,1903
Blank,Bronx,14,2016-11-08,U.S. House,,general,NY,6960
Blank,Queens,14,2016-11-08,U.S. House,,general,NY,12018
Blank,Total,14,2016-11-08,U.S. House,,general,NY,18978
Void,Bronx,14,2016-11-08,U.S. House,,general,NY,0
Void,Queens,14,2016-11-08,U.S. House,,general,NY,0
Void,Total,14,2016-11-08,U.S. House,,general,NY,0
Scattering,Bronx,14,2016-11-08,U.S. House,,general,NY,70
Scattering,Queens,14,2016-11-08,U.S. House,,general,NY,121
Scattering,Total,14,2016-11-08,U.S. House,,general,NY,191
Total,Bronx,14,2016-11-08,U.S. House,,general,NY,70211
Total,Queens,14,2016-11-08,U.S. House,,general,NY,127090
Total,Total,14,2016-11-08,U.S. House,,general,NY,197301
Jose E. Serrano,Bronx,15,2016-11-08,U.S. House,DEM,general,NY,165688
Alejandro Vega,Bronx,15,2016-11-08,U.S. House,REP,general,NY,6129
Eduardo Ramirez,Bronx,15,2016-11-08,U.S. House,CON,general,NY,2104
Blank,Bronx,15,2016-11-08,U.S. House,,general,NY,19667
Void,Bronx,15,2016-11-08,U.S. House,,general,NY,0
Scattering,Bronx,15,2016-11-08,U.S. House,,general,NY,115
Total,Bronx,15,2016-11-08,U.S. House,,general,NY,193703
Eliot L. Engel,Bronx,16,2016-11-08,U.S. House,DEM,general,NY,73679
Eliot L. Engel,Westchester,16,2016-11-08,U.S. House,DEM,general,NY,125132
Eliot L. Engel,Total,16,2016-11-08,U.S. House,DEM,general,NY,198811
Eliot L. Engel,Bronx,16,2016-11-08,U.S. House,WOR,general,NY,2343
Eliot L. Engel,Westchester,16,2016-11-08,U.S. House,WOR,general,NY,6175
Eliot L. Engel,Total,16,2016-11-08,U.S. House,WOR,general,NY,8518
Eliot L. Engel,Bronx,16,2016-11-08,U.S. House,WEP,general,NY,594
Eliot L. Engel,Westchester,16,2016-11-08,U.S. House,WEP,general,NY,1934
Eliot L. Engel,Total,16,2016-11-08,U.S. House,WEP,general,NY,2528
Derickson K. Lawrence,Bronx,16,2016-11-08,U.S. House,PCC,general,NY,2660
Derickson K. Lawrence,Westchester,16,2016-11-08,U.S. House,PCC,general,NY,9165
Derickson K. Lawrence,Total,16,2016-11-08,U.S. House,PCC,general,NY,11825
Blank,Bronx,16,2016-11-08,U.S. House,,general,NY,9187
Blank,Westchester,16,2016-11-08,U.S. House,,general,NY,56139
Blank,Total,16,2016-11-08,U.S. House,,general,NY,65326
Void,Bronx,16,2016-11-08,U.S. House,,general,NY,0
Void,Westchester,16,2016-11-08,U.S. House,,general,NY,0
Void,Total,16,2016-11-08,U.S. House,,general,NY,0
Scattering,Bronx,16,2016-11-08,U.S. House,,general,NY,129
Scattering,Westchester,16,2016-11-08,U.S. House,,general,NY,419
Scattering,Total,16,2016-11-08,U.S. House,,general,NY,548
Total,Bronx,16,2016-11-08,U.S. House,,general,NY,88592
Total,Westchester,16,2016-11-08,U.S. House,,general,NY,198964
Total,Total,16,2016-11-08,U.S. House,,general,NY,287556
Nita M. Lowey,Rockland,17,2016-11-08,U.S. House,DEM,general,NY,76582
Nita M. Lowey,Westchester,17,2016-11-08,U.S. House,DEM,general,NY,117237
Nita M. Lowey,Total,17,2016-11-08,U.S. House,DEM,general,NY,193819
Nita M. Lowey,Rockland,17,2016-11-08,U.S. House,WOR,general,NY,7509
Nita M. Lowey,Westchester,17,2016-11-08,U.S. House,WOR,general,NY,8197
Nita M. Lowey,Total,17,2016-11-08,U.S. House,WOR,general,NY,15706
Nita M. Lowey,Rockland,17,2016-11-08,U.S. House,WEP,general,NY,2206
Nita M. Lowey,Westchester,17,2016-11-08,U.S. House,WEP,general,NY,2799
Nita M. Lowey,Total,17,2016-11-08,U.S. House,WEP,general,NY,5005
Blank,Rockland,17,2016-11-08,U.S. House,,general,NY,50821
Blank,Westchester,17,2016-11-08,U.S. House,,general,NY,58157
Blank,Total,17,2016-11-08,U.S. House,,general,NY,108978
Void,Rockland,17,2016-11-08,U.S. House,,general,NY,8
Void,Westchester,17,2016-11-08,U.S. House,,general,NY,0
Void,Total,17,2016-11-08,U.S. House,,general,NY,8
Scattering,Rockland,17,2016-11-08,U.S. House,,general,NY,923
Scattering,Westchester,17,2016-11-08,U.S. House,,general,NY,1132
Scattering,Total,17,2016-11-08,U.S. House,,general,NY,2055
Total,Rockland,17,2016-11-08,U.S. House,,general,NY,138049
Total,Westchester,17,2016-11-08,U.S. House,,general,NY,187522
Total,Total,17,2016-11-08,U.S. House,,general,NY,325571
Sean Patrick Maloney,Orange,18,2016-11-08,U.S. House,DEM,general,NY,67979
