candidate,county,district,party,votes,election_date,state,scope,office
Andrea Stewart-Cousins,Westchester,35,WEP,1199,2016-11-08,NY,general,State Senate
Blank,Westchester,35,,29889,2016-11-08,NY,general,State Senate
Void,Westchester,35,,0,2016-11-08,NY,general,State Senate
Scattering,Westchester,35,,440,2016-11-08,NY,general,State Senate
Total,Westchester,35,,125193,2016-11-08,NY,general,State Senate
Jamaal T. Bailey,Bronx,36,DEM,68292,2016-11-08,NY,general,State Senate
Jamaal T. Bailey,Westchester,36,DEM,17615,2016-11-08,NY,general,State Senate
Jamaal T. Bailey,Total,36,DEM,85907,2016-11-08,NY,general,State Senate
Robert Diamond,Bronx,36,CON,1783,2016-11-08,NY,general,State Senate
Robert Diamond,Westchester,36,CON,673,2016-11-08,NY,general,State Senate
Robert Diamond,Total,36,CON,2456,2016-11-08,NY,general,State Senate
Jamaal T. Bailey,Bronx,36,WOR,1862,2016-11-08,NY,general,State Senate
Jamaal T. Bailey,Westchester,36,WOR,464,2016-11-08,NY,general,State Senate
Jamaal T. Bailey,Total,36,WOR,2326,2016-11-08,NY,general,State Senate
Blank,Bronx,36,,9780,2016-11-08,NY,general,State Senate
Blank,Westchester,36,,3900,2016-11-08,NY,general,State Senate
Blank,Total,36,,13680,2016-11-08,NY,general,State Senate
Void,Bronx,36,,0,2016-11-08,NY,general,State Senate
Void,Westchester,36,,0,2016-11-08,NY,general,State Senate
Void,Total,36,,0,2016-11-08,NY,general,State Senate
Scattering,Bronx,36,,62,2016-11-08,NY,general,State Senate
Scattering,Westchester,36,,10,2016-11-08,NY,general,State Senate
Scattering,Total,36,,72,2016-11-08,NY,general,State Senate
Total,Bronx,36,,81779,2016-11-08,NY,general,State Senate
Total,Westchester,36,,22662,2016-11-08,NY,general,State Senate
Total,Total,36,,104441,2016-11-08,NY,general,State Senate
George Latimer,Westchester,37,DEM,69420,2016-11-08,NY,general,State Senate
Julia P. Killian,Westchester,37,REP,50713,2016-11-08,NY,general,State Senate
Julia P. Killian,Westchester,37,CON,5216,2016-11-08,NY,general,State Senate
George Latimer,Westchester,37,WOR,2815,2016-11-08,NY,general,State Senate
Julia P. Killian,Westchester,37,IND,1809,2016-11-08,NY,general,State Senate
George Latimer,Westchester,37,WEP,881,2016-11-08,NY,general,State Senate
Julia P. Killian,Westchester,37,REF,426,2016-11-08,NY,general,State Senate
Blank,Westchester,37,,11138,2016-11-08,NY,general,State Senate
Void,Westchester,37,,0,2016-11-08,NY,general,State Senate
Scattering,Westchester,37,,119,2016-11-08,NY,general,State Senate
Total,Westchester,37,,142537,2016-11-08,NY,general,State Senate
David Carlucci,Rockland,38,DEM,62822,2016-11-08,NY,general,State Senate
David Carlucci,Westchester,38,DEM,9895,2016-11-08,NY,general,State Senate
David Carlucci,Total,38,DEM,72717,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Rockland,38,REP,29228,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Westchester,38,REP,3564,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Total,38,REP,32792,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Rockland,38,CON,4414,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Westchester,38,CON,436,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Total,38,CON,4850,2016-11-08,NY,general,State Senate
David Carlucci,Rockland,38,IND,2954,2016-11-08,NY,general,State Senate
David Carlucci,Westchester,38,IND,332,2016-11-08,NY,general,State Senate
David Carlucci,Total,38,IND,3286,2016-11-08,NY,general,State Senate
David Carlucci,Rockland,38,WEP,1123,2016-11-08,NY,general,State Senate
David Carlucci,Westchester,38,WEP,191,2016-11-08,NY,general,State Senate
David Carlucci,Total,38,WEP,1314,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Rockland,38,REF,3931,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Westchester,38,REF,39,2016-11-08,NY,general,State Senate
Thomas F. DePrisco,Total,38,REF,3970,2016-11-08,NY,general,State Senate
Blank,Rockland,38,,10866,2016-11-08,NY,general,State Senate
Blank,Westchester,38,,1507,2016-11-08,NY,general,State Senate
Blank,Total,38,,12373,2016-11-08,NY,general,State Senate
Void,Rockland,38,,148,2016-11-08,NY,general,State Senate
Void,Westchester,38,,0,2016-11-08,NY,general,State Senate
Void,Total,38,,148,2016-11-08,NY,general,State Senate
Scattering,Rockland,38,,85,2016-11-08,NY,general,State Senate
Scattering,Westchester,38,,8,2016-11-08,NY,general,State Senate
Scattering,Total,38,,93,2016-11-08,NY,general,State Senate
Total,Rockland,38,,115571,2016-11-08,NY,general,State Senate
Total,Westchester,38,,15972,2016-11-08,NY,general,State Senate
Total,Total,38,,131543,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Orange,39,DEM,32082,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Rockland,39,DEM,9221,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Ulster,39,DEM,2612,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Total,39,DEM,43915,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,REP,39191,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,REP,7645,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,REP,4174,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,REP,51010,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,CON,4962,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,CON,1300,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,CON,652,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,CON,6914,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Orange,39,WOR,2133,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Rockland,39,WOR,491,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Ulster,39,WOR,258,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Total,39,WOR,2882,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,IND,6047,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,IND,332,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,IND,232,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,IND,6611,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Orange,39,WEP,580,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Rockland,39,WEP,190,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Ulster,39,WEP,74,2016-11-08,NY,general,State Senate
Christopher W. Eachus,Total,39,WEP,844,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,REF,342,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,REF,132,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,REF,22,2016-11-08,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,REF,496,2016-11-08,NY,general,State Senate
Blank,Orange,39,,6962,2016-11-08,NY,general,State Senate
Blank,Rockland,39,,3131,2016-11-08,NY,general,State Senate
Blank,Ulster,39,,514,2016-11-08,NY,general,State Senate
Blank,Total,39,,10607,2016-11-08,NY,general,State Senate
Void,Orange,39,,0,2016-11-08,NY,general,State Senate
Void,Rockland,39,,23,2016-11-08,NY,general,State Senate
Void,Ulster,39,,3,2016-11-08,NY,general,State Senate
Void,Total,39,,26,2016-11-08,NY,general,State Senate
Scattering,Orange,39,,34,2016-11-08,NY,general,State Senate
Scattering,Rockland,39,,13,2016-11-08,NY,general,State Senate
Scattering,Ulster,39,,2,2016-11-08,NY,general,State Senate
Scattering,Total,39,,49,2016-11-08,NY,general,State Senate
Total,Orange,39,,92333,2016-11-08,NY,general,State Senate
Total,Rockland,39,,22478,2016-11-08,NY,general,State Senate
Total,Ulster,39,,8543,2016-11-08,NY,general,State Senate
Total,Total,39,,123354,2016-11-08,NY,general,State Senate
Alison Boak,Dutchess,40,DEM,2765,2016-11-08,NY,general,State Senate
Alison Boak,Putnam,40,DEM,7857,2016-11-08,NY,general,State Senate
Alison Boak,Westchester,40,DEM,45084,2016-11-08,NY,general,State Senate
Alison Boak,Total,40,DEM,55706,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,REP,5458,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Putnam,40,REP,16527,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Westchester,40,REP,46408,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Total,40,REP,68393,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,CON,740,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Putnam,40,CON,2292,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Westchester,40,CON,5021,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Total,40,CON,8053,2016-11-08,NY,general,State Senate
Alison Boak,Dutchess,40,WOR,225,2016-11-08,NY,general,State Senate
Alison Boak,Putnam,40,WOR,579,2016-11-08,NY,general,State Senate
Alison Boak,Westchester,40,WOR,2227,2016-11-08,NY,general,State Senate
Alison Boak,Total,40,WOR,3031,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,IND,305,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Putnam,40,IND,870,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Westchester,40,IND,2231,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Total,40,IND,3406,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,REF,44,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Putnam,40,REF,90,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Westchester,40,REF,326,2016-11-08,NY,general,State Senate
Terrence P. Murphy,Total,40,REF,460,2016-11-08,NY,general,State Senate
Blank,Dutchess,40,,801,2016-11-08,NY,general,State Senate
Blank,Putnam,40,,2416,2016-11-08,NY,general,State Senate
Blank,Westchester,40,,6912,2016-11-08,NY,general,State Senate
Blank,Total,40,,10129,2016-11-08,NY,general,State Senate
Void,Dutchess,40,,4,2016-11-08,NY,general,State Senate
Void,Putnam,40,,0,2016-11-08,NY,general,State Senate
Void,Westchester,40,,0,2016-11-08,NY,general,State Senate
Void,Total,40,,4,2016-11-08,NY,general,State Senate
Scattering,Dutchess,40,,7,2016-11-08,NY,general,State Senate
Scattering,Putnam,40,,4,2016-11-08,NY,general,State Senate
Scattering,Westchester,40,,34,2016-11-08,NY,general,State Senate
Scattering,Total,40,,45,2016-11-08,NY,general,State Senate
Total,Dutchess,40,,10349,2016-11-08,NY,general,State Senate
Total,Putnam,40,,30635,2016-11-08,NY,general,State Senate
Total,Westchester,40,,108243,2016-11-08,NY,general,State Senate
Total,Total,40,,149227,2016-11-08,NY,general,State Senate
Terry Gipson,Dutchess,41,DEM,45877,2016-11-08,NY,general,State Senate
Terry Gipson,Putnam,41,DEM,6842,2016-11-08,NY,general,State Senate
Terry Gipson,Total,41,DEM,52719,2016-11-08,NY,general,State Senate
Susan J. Serino,Dutchess,41,REP,52533,2016-11-08,NY,general,State Senate
Susan J. Serino,Putnam,41,REP,7555,2016-11-08,NY,general,State Senate
Susan J. Serino,Total,41,REP,60088,2016-11-08,NY,general,State Senate
Susan J. Serino,Dutchess,41,CON,7815,2016-11-08,NY,general,State Senate
Susan J. Serino,Putnam,41,CON,1186,2016-11-08,NY,general,State Senate
Susan J. Serino,Total,41,CON,9001,2016-11-08,NY,general,State Senate
Terry Gipson,Dutchess,41,GRN,1326,2016-11-08,NY,general,State Senate
Terry Gipson,Putnam,41,GRN,208,2016-11-08,NY,general,State Senate
Terry Gipson,Total,41,GRN,1534,2016-11-08,NY,general,State Senate
Terry Gipson,Dutchess,41,WOR,3086,2016-11-08,NY,general,State Senate
Terry Gipson,Putnam,41,WOR,475,2016-11-08,NY,general,State Senate
Terry Gipson,Total,41,WOR,3561,2016-11-08,NY,general,State Senate
Susan J. Serino,Dutchess,41,IND,2930,2016-11-08,NY,general,State Senate
Susan J. Serino,Putnam,41,IND,424,2016-11-08,NY,general,State Senate
Susan J. Serino,Total,41,IND,3354,2016-11-08,NY,general,State Senate
Terry Gipson,Dutchess,41,WEP,680,2016-11-08,NY,general,State Senate
Terry Gipson,Putnam,41,WEP,122,2016-11-08,NY,general,State Senate
Terry Gipson,Total,41,WEP,802,2016-11-08,NY,general,State Senate
Susan J. Serino,Dutchess,41,REF,443,2016-11-08,NY,general,State Senate
Susan J. Serino,Putnam,41,REF,56,2016-11-08,NY,general,State Senate
Susan J. Serino,Total,41,REF,499,2016-11-08,NY,general,State Senate
Blank,Dutchess,41,,6965,2016-11-08,NY,general,State Senate
Blank,Putnam,41,,1357,2016-11-08,NY,general,State Senate
Blank,Total,41,,8322,2016-11-08,NY,general,State Senate
Void,Dutchess,41,,114,2016-11-08,NY,general,State Senate
Void,Putnam,41,,0,2016-11-08,NY,general,State Senate
Void,Total,41,,114,2016-11-08,NY,general,State Senate
Scattering,Dutchess,41,,48,2016-11-08,NY,general,State Senate
Scattering,Putnam,41,,5,2016-11-08,NY,general,State Senate
Scattering,Total,41,,53,2016-11-08,NY,general,State Senate
Total,Dutchess,41,,121817,2016-11-08,NY,general,State Senate
Total,Putnam,41,,18230,2016-11-08,NY,general,State Senate
Total,Total,41,,140047,2016-11-08,NY,general,State Senate
Pramilla S. Malick,Sullivan,42,DEM,9128,2016-11-08,NY,general,State Senate
Pramilla S. Malick,Delaware,42,DEM,1257,2016-11-08,NY,general,State Senate
Pramilla S. Malick,Orange,42,DEM,22771,2016-11-08,NY,general,State Senate
Pramilla S. Malick,Ulster,42,DEM,10511,2016-11-08,NY,general,State Senate
Pramilla S. Malick,Total,42,DEM,43667,2016-11-08,NY,general,State Senate
John J. Bonacic,Sullivan,42,REP,14257,2016-11-08,NY,general,State Senate
John J. Bonacic,Delaware,42,REP,4077,2016-11-08,NY,general,State Senate
John J. Bonacic,Orange,42,REP,29374,2016-11-08,NY,general,State Senate
John J. Bonacic,Ulster,42,REP,8635,2016-11-08,NY,general,State Senate
John J. Bonacic,Total,42,REP,56343,2016-11-08,NY,general,State Senate
John J. Bonacic,Sullivan,42,CON,2347,2016-11-08,NY,general,State Senate
John J. Bonacic,Delaware,42,CON,414,2016-11-08,NY,general,State Senate
John J. Bonacic,Orange,42,CON,3729,2016-11-08,NY,general,State Senate
John J. Bonacic,Ulster,42,CON,1292,2016-11-08,NY,general,State Senate
John J. Bonacic,Total,42,CON,7782,2016-11-08,NY,general,State Senate
John J. Bonacic,Sullivan,42,IND,1205,2016-11-08,NY,general,State Senate
John J. Bonacic,Delaware,42,IND,239,2016-11-08,NY,general,State Senate
John J. Bonacic,Orange,42,IND,1708,2016-11-08,NY,general,State Senate
John J. Bonacic,Ulster,42,IND,803,2016-11-08,NY,general,State Senate
John J. Bonacic,Total,42,IND,3955,2016-11-08,NY,general,State Senate
John J. Bonacic,Sullivan,42,REF,89,2016-11-08,NY,general,State Senate
John J. Bonacic,Delaware,42,REF,21,2016-11-08,NY,general,State Senate
John J. Bonacic,Orange,42,REF,202,2016-11-08,NY,general,State Senate
John J. Bonacic,Ulster,42,REF,110,2016-11-08,NY,general,State Senate
John J. Bonacic,Total,42,REF,422,2016-11-08,NY,general,State Senate
Blank,Sullivan,42,,3394,2016-11-08,NY,general,State Senate
Blank,Delaware,42,,381,2016-11-08,NY,general,State Senate
Blank,Orange,42,,6524,2016-11-08,NY,general,State Senate
Blank,Ulster,42,,1899,2016-11-08,NY,general,State Senate
Blank,Total,42,,12198,2016-11-08,NY,general,State Senate
Void,Sullivan,42,,49,2016-11-08,NY,general,State Senate
Void,Delaware,42,,1,2016-11-08,NY,general,State Senate
Void,Orange,42,,0,2016-11-08,NY,general,State Senate
Void,Ulster,42,,14,2016-11-08,NY,general,State Senate
Void,Total,42,,64,2016-11-08,NY,general,State Senate
Scattering,Sullivan,42,,15,2016-11-08,NY,general,State Senate
Scattering,Delaware,42,,7,2016-11-08,NY,general,State Senate
Scattering,Orange,42,,25,2016-11-08,NY,general,State Senate
Scattering,Ulster,42,,24,2016-11-08,NY,general,State Senate
Scattering,Total,42,,71,2016-11-08,NY,general,State Senate
Total,Sullivan,42,,30484,2016-11-08,NY,general,State Senate
Total,Delaware,42,,6397,2016-11-08,NY,general,State Senate
Total,Orange,42,,64333,2016-11-08,NY,general,State Senate
Total,Ulster,42,,23288,2016-11-08,NY,general,State Senate
Total,Total,42,,124502,2016-11-08,NY,general,State Senate
Shaun P. Francis,Columbia,43,DEM,10942,2016-11-08,NY,general,State Senate
Shaun P. Francis,Rensselaer,43,DEM,16436,2016-11-08,NY,general,State Senate
Shaun P. Francis,Saratoga,43,DEM,18617,2016-11-08,NY,general,State Senate
Shaun P. Francis,Washington,43,DEM,631,2016-11-08,NY,general,State Senate
Shaun P. Francis,Total,43,DEM,46626,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,REP,13054,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,REP,25917,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,REP,28048,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Washington,43,REP,1153,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Total,43,REP,68172,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,CON,2074,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,CON,4644,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,CON,3380,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Washington,43,CON,206,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Total,43,CON,10304,2016-11-08,NY,general,State Senate
Joseph Levy,Columbia,43,GRN,628,2016-11-08,NY,general,State Senate
Joseph Levy,Rensselaer,43,GRN,1215,2016-11-08,NY,general,State Senate
Joseph Levy,Saratoga,43,GRN,1424,2016-11-08,NY,general,State Senate
Joseph Levy,Washington,43,GRN,63,2016-11-08,NY,general,State Senate
Joseph Levy,Total,43,GRN,3330,2016-11-08,NY,general,State Senate
Shaun P. Francis,Columbia,43,WOR,1095,2016-11-08,NY,general,State Senate
Shaun P. Francis,Rensselaer,43,WOR,1637,2016-11-08,NY,general,State Senate
Shaun P. Francis,Saratoga,43,WOR,1246,2016-11-08,NY,general,State Senate
Shaun P. Francis,Washington,43,WOR,56,2016-11-08,NY,general,State Senate
Shaun P. Francis,Total,43,WOR,4034,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,IND,1183,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,IND,2926,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,IND,1912,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Washington,43,IND,59,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Total,43,IND,6080,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,REF,94,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,REF,214,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,REF,186,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Washington,43,REF,7,2016-11-08,NY,general,State Senate
Kathleen A. Marchione,Total,43,REF,501,2016-11-08,NY,general,State Senate
Blank,Columbia,43,,2049,2016-11-08,NY,general,State Senate
Blank,Rensselaer,43,,3853,2016-11-08,NY,general,State Senate
Blank,Saratoga,43,,3888,2016-11-08,NY,general,State Senate
Blank,Washington,43,,111,2016-11-08,NY,general,State Senate
Blank,Total,43,,9901,2016-11-08,NY,general,State Senate
Void,Columbia,43,,20,2016-11-08,NY,general,State Senate
Void,Rensselaer,43,,2,2016-11-08,NY,general,State Senate
Void,Saratoga,43,,0,2016-11-08,NY,general,State Senate
Void,Washington,43,,0,2016-11-08,NY,general,State Senate
Void,Total,43,,22,2016-11-08,NY,general,State Senate
Scattering,Columbia,43,,13,2016-11-08,NY,general,State Senate
Scattering,Rensselaer,43,,25,2016-11-08,NY,general,State Senate
Scattering,Saratoga,43,,23,2016-11-08,NY,general,State Senate
Scattering,Washington,43,,3,2016-11-08,NY,general,State Senate
Scattering,Total,43,,64,2016-11-08,NY,general,State Senate
Total,Columbia,43,,31152,2016-11-08,NY,general,State Senate
Total,Rensselaer,43,,56869,2016-11-08,NY,general,State Senate
Total,Saratoga,43,,58724,2016-11-08,NY,general,State Senate
Total,Washington,43,,2289,2016-11-08,NY,general,State Senate
Total,Total,43,,149034,2016-11-08,NY,general,State Senate
Neil D. Breslin,Albany,44,DEM,61613,2016-11-08,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,DEM,8203,2016-11-08,NY,general,State Senate
Neil D. Breslin,Total,44,DEM,69816,2016-11-08,NY,general,State Senate
Christopher F. Davis,Albany,44,REP,24524,2016-11-08,NY,general,State Senate
Christopher F. Davis,Rensselaer,44,REP,3147,2016-11-08,NY,general,State Senate
Christopher F. Davis,Total,44,REP,27671,2016-11-08,NY,general,State Senate
Christopher F. Davis,Albany,44,CON,3779,2016-11-08,NY,general,State Senate
Christopher F. Davis,Rensselaer,44,CON,689,2016-11-08,NY,general,State Senate
Christopher F. Davis,Total,44,CON,4468,2016-11-08,NY,general,State Senate
Deyva Arthur,Albany,44,GRN,2078,2016-11-08,NY,general,State Senate
Deyva Arthur,Rensselaer,44,GRN,423,2016-11-08,NY,general,State Senate
Deyva Arthur,Total,44,GRN,2501,2016-11-08,NY,general,State Senate
Neil D. Breslin,Albany,44,WOR,3728,2016-11-08,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,WOR,607,2016-11-08,NY,general,State Senate
Neil D. Breslin,Total,44,WOR,4335,2016-11-08,NY,general,State Senate
Neil D. Breslin,Albany,44,IND,3044,2016-11-08,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,IND,626,2016-11-08,NY,general,State Senate
Neil D. Breslin,Total,44,IND,3670,2016-11-08,NY,general,State Senate
Christopher F. Davis,Albany,44,REF,779,2016-11-08,NY,general,State Senate
Christopher F. Davis,Rensselaer,44,REF,118,2016-11-08,NY,general,State Senate
Christopher F. Davis,Total,44,REF,897,2016-11-08,NY,general,State Senate
Blank,Albany,44,,7713,2016-11-08,NY,general,State Senate
Blank,Rensselaer,44,,1299,2016-11-08,NY,general,State Senate
Blank,Total,44,,9012,2016-11-08,NY,general,State Senate
Void,Albany,44,,91,2016-11-08,NY,general,State Senate
Void,Rensselaer,44,,1,2016-11-08,NY,general,State Senate
Void,Total,44,,92,2016-11-08,NY,general,State Senate
Scattering,Albany,44,,88,2016-11-08,NY,general,State Senate
Scattering,Rensselaer,44,,10,2016-11-08,NY,general,State Senate
Scattering,Total,44,,98,2016-11-08,NY,general,State Senate
Total,Albany,44,,107437,2016-11-08,NY,general,State Senate
Total,Rensselaer,44,,15123,2016-11-08,NY,general,State Senate
Total,Total,44,,122560,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,REP,19141,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,REP,10589,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,REP,10635,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,REP,19906,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,REP,1708,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,REP,14037,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Total,45,REP,76016,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,CON,1803,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,CON,1014,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,CON,929,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,CON,2129,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,CON,208,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,CON,1885,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Total,45,CON,7968,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,Clinton,45,GRN,3266,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,Essex,45,GRN,1716,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,Franklin,45,GRN,1585,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,Warren,45,GRN,3559,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,St.Lawrence,45,GRN,300,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,Washington,45,GRN,2127,2016-11-08,NY,general,State Senate
Stephen Matthew Ruzbacki,Total,45,GRN,12553,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,IND,2621,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,IND,1253,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,IND,1278,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,IND,2146,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,IND,126,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,IND,1309,2016-11-08,NY,general,State Senate
Elizabeth O'C. Little,Total,45,IND,8733,2016-11-08,NY,general,State Senate
Blank,Clinton,45,,7681,2016-11-08,NY,general,State Senate
Blank,Essex,45,,2885,2016-11-08,NY,general,State Senate
Blank,Franklin,45,,2661,2016-11-08,NY,general,State Senate
Blank,Warren,45,,3800,2016-11-08,NY,general,State Senate
Blank,St.Lawrence,45,,682,2016-11-08,NY,general,State Senate
Blank,Washington,45,,3021,2016-11-08,NY,general,State Senate
Blank,Total,45,,20730,2016-11-08,NY,general,State Senate
Void,Clinton,45,,2,2016-11-08,NY,general,State Senate
Void,Essex,45,,0,2016-11-08,NY,general,State Senate
Void,Franklin,45,,9,2016-11-08,NY,general,State Senate
Void,Warren,45,,3,2016-11-08,NY,general,State Senate
Void,St.Lawrence,45,,0,2016-11-08,NY,general,State Senate
Void,Washington,45,,0,2016-11-08,NY,general,State Senate
Void,Total,45,,14,2016-11-08,NY,general,State Senate
Scattering,Clinton,45,,22,2016-11-08,NY,general,State Senate
Scattering,Essex,45,,5,2016-11-08,NY,general,State Senate
Scattering,Franklin,45,,12,2016-11-08,NY,general,State Senate
Scattering,Warren,45,,18,2016-11-08,NY,general,State Senate
Scattering,St.Lawrence,45,,0,2016-11-08,NY,general,State Senate
Scattering,Washington,45,,13,2016-11-08,NY,general,State Senate
Scattering,Total,45,,70,2016-11-08,NY,general,State Senate
Total,Clinton,45,,34536,2016-11-08,NY,general,State Senate
Total,Essex,45,,17462,2016-11-08,NY,general,State Senate
Total,Franklin,45,,17109,2016-11-08,NY,general,State Senate
Total,Warren,45,,31561,2016-11-08,NY,general,State Senate
Total,St.Lawrence,45,,3024,2016-11-08,NY,general,State Senate
Total,Washington,45,,22392,2016-11-08,NY,general,State Senate
Total,Total,45,,126084,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Greene,46,DEM,5093,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Montgomery,46,DEM,3990,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Albany,46,DEM,11494,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Schenectady,46,DEM,4622,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Ulster,46,DEM,18993,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Total,46,DEM,44192,2016-11-08,NY,general,State Senate
