candidate,county,district,party,votes,election_date,state,scope,office
Michael L. Conroy,Suffolk,1,DEM,24154,2014-11-04,NY,general,State Senate
Kenneth P. LaValle,Suffolk,1,REP,43972,2014-11-04,NY,general,State Senate
Kenneth P. LaValle,Suffolk,1,CON,8005,2014-11-04,NY,general,State Senate
Kenneth P. LaValle,Suffolk,1,IND,4496,2014-11-04,NY,general,State Senate
Blank,Suffolk,1,,4314,2014-11-04,NY,general,State Senate
Void,Suffolk,1,,44,2014-11-04,NY,general,State Senate
Scattering,Suffolk,1,,36,2014-11-04,NY,general,State Senate
Total,Suffolk,1,,85021,2014-11-04,NY,general,State Senate
Joseph Lombardi,Suffolk,2,DEM,22530,2014-11-04,NY,general,State Senate
John J. Flanagan,Suffolk,2,REP,40302,2014-11-04,NY,general,State Senate
John J. Flanagan,Suffolk,2,CON,7419,2014-11-04,NY,general,State Senate
John J. Flanagan,Suffolk,2,IND,2812,2014-11-04,NY,general,State Senate
Blank,Suffolk,2,,4198,2014-11-04,NY,general,State Senate
Void,Suffolk,2,,31,2014-11-04,NY,general,State Senate
Scattering,Suffolk,2,,37,2014-11-04,NY,general,State Senate
Total,Suffolk,2,,77329,2014-11-04,NY,general,State Senate
Adrienne Esposito,Suffolk,3,DEM,21213,2014-11-04,NY,general,State Senate
Thomas D. Croci,Suffolk,3,REP,26404,2014-11-04,NY,general,State Senate
Thomas D. Croci,Suffolk,3,CON,5681,2014-11-04,NY,general,State Senate
Adrienne Esposito,Suffolk,3,WOR,2035,2014-11-04,NY,general,State Senate
Thomas D. Croci,Suffolk,3,IND,1776,2014-11-04,NY,general,State Senate
Adrienne Esposito,Suffolk,3,GRE,952,2014-11-04,NY,general,State Senate
Blank,Suffolk,3,,2878,2014-11-04,NY,general,State Senate
Void,Suffolk,3,,25,2014-11-04,NY,general,State Senate
Scattering,Suffolk,3,,21,2014-11-04,NY,general,State Senate
Total,Suffolk,3,,60985,2014-11-04,NY,general,State Senate
John R. Alberts,Suffolk,4,DEM,18282,2014-11-04,NY,general,State Senate
Philip M. Boyle,Suffolk,4,REP,29897,2014-11-04,NY,general,State Senate
Philip M. Boyle,Suffolk,4,CON,5998,2014-11-04,NY,general,State Senate
Philip M. Boyle,Suffolk,4,IND,2566,2014-11-04,NY,general,State Senate
Blank,Suffolk,4,,4172,2014-11-04,NY,general,State Senate
Void,Suffolk,4,,18,2014-11-04,NY,general,State Senate
Scattering,Suffolk,4,,24,2014-11-04,NY,general,State Senate
Total,Suffolk,4,,60957,2014-11-04,NY,general,State Senate
"Bruce P. Kennedy, Jr.",Nassau,5,DEM,15120,2014-11-04,NY,general,State Senate
"Bruce P. Kennedy, Jr.",Suffolk,5,DEM,12099,2014-11-04,NY,general,State Senate
"Bruce P. Kennedy, Jr.",Total,5,DEM,27219,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Nassau,5,REP,19921,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Suffolk,5,REP,18634,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Total,5,REP,38555,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Nassau,5,CON,2417,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Suffolk,5,CON,3148,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Total,5,CON,5565,2014-11-04,NY,general,State Senate
"Bruce P. Kennedy, Jr.",Nassau,5,WOR,1146,2014-11-04,NY,general,State Senate
"Bruce P. Kennedy, Jr.",Suffolk,5,WOR,1367,2014-11-04,NY,general,State Senate
"Bruce P. Kennedy, Jr.",Total,5,WOR,2513,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Nassau,5,IND,854,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Suffolk,5,IND,1502,2014-11-04,NY,general,State Senate
Carl L. Marcellino,Total,5,IND,2356,2014-11-04,NY,general,State Senate
Georgina Bowman,Nassau,5,LBT,244,2014-11-04,NY,general,State Senate
Georgina Bowman,Suffolk,5,LBT,494,2014-11-04,NY,general,State Senate
Georgina Bowman,Total,5,LBT,738,2014-11-04,NY,general,State Senate
Blank,Nassau,5,,1593,2014-11-04,NY,general,State Senate
Blank,Suffolk,5,,2006,2014-11-04,NY,general,State Senate
Blank,Total,5,,3599,2014-11-04,NY,general,State Senate
Void,Nassau,5,,51,2014-11-04,NY,general,State Senate
Void,Suffolk,5,,45,2014-11-04,NY,general,State Senate
Void,Total,5,,96,2014-11-04,NY,general,State Senate
Scattering,Nassau,5,,8,2014-11-04,NY,general,State Senate
Scattering,Suffolk,5,,12,2014-11-04,NY,general,State Senate
Scattering,Total,5,,20,2014-11-04,NY,general,State Senate
Total,Nassau,5,,41354,2014-11-04,NY,general,State Senate
Total,Suffolk,5,,39307,2014-11-04,NY,general,State Senate
Total,Total,5,,80661,2014-11-04,NY,general,State Senate
Ethan D. Irwin,Nassau,6,DEM,22986,2014-11-04,NY,general,State Senate
Kemp Hannon,Nassau,6,REP,35281,2014-11-04,NY,general,State Senate
Kemp Hannon,Nassau,6,CON,5189,2014-11-04,NY,general,State Senate
Ethan D. Irwin,Nassau,6,WOR,1716,2014-11-04,NY,general,State Senate
Kemp Hannon,Nassau,6,IND,1661,2014-11-04,NY,general,State Senate
Kemp Hannon,Nassau,6,TRP,183,2014-11-04,NY,general,State Senate
Blank,Nassau,6,,3266,2014-11-04,NY,general,State Senate
Void,Nassau,6,,70,2014-11-04,NY,general,State Senate
Scattering,Nassau,6,,28,2014-11-04,NY,general,State Senate
Total,Nassau,6,,70380,2014-11-04,NY,general,State Senate
Adam M. Haber,Nassau,7,DEM,28405,2014-11-04,NY,general,State Senate
Jack M. Martins,Nassau,7,REP,34636,2014-11-04,NY,general,State Senate
Jack M. Martins,Nassau,7,CON,4193,2014-11-04,NY,general,State Senate
Adam M. Haber,Nassau,7,WOR,1714,2014-11-04,NY,general,State Senate
Jack M. Martins,Nassau,7,IND,1365,2014-11-04,NY,general,State Senate
Adam M. Haber,Nassau,7,GRE,679,2014-11-04,NY,general,State Senate
Adam M. Haber,Nassau,7,WEP,754,2014-11-04,NY,general,State Senate
Jack M. Martins,Nassau,7,TRP,271,2014-11-04,NY,general,State Senate
Blank,Nassau,7,,2437,2014-11-04,NY,general,State Senate
Void,Nassau,7,,101,2014-11-04,NY,general,State Senate
Scattering,Nassau,7,,30,2014-11-04,NY,general,State Senate
Total,Nassau,7,,74585,2014-11-04,NY,general,State Senate
David W. Denenberg,Nassau,8,DEM,20298,2014-11-04,NY,general,State Senate
David W. Denenberg,Suffolk,8,DEM,5381,2014-11-04,NY,general,State Senate
David W. Denenberg,Total,8,DEM,25679,2014-11-04,NY,general,State Senate
Michael Venditto,Nassau,8,REP,29337,2014-11-04,NY,general,State Senate
Michael Venditto,Suffolk,8,REP,5395,2014-11-04,NY,general,State Senate
Michael Venditto,Total,8,REP,34732,2014-11-04,NY,general,State Senate
Michael Venditto,Nassau,8,CON,4080,2014-11-04,NY,general,State Senate
Michael Venditto,Suffolk,8,CON,1074,2014-11-04,NY,general,State Senate
Michael Venditto,Total,8,CON,5154,2014-11-04,NY,general,State Senate
David W. Denenberg,Nassau,8,WOR,1452,2014-11-04,NY,general,State Senate
David W. Denenberg,Suffolk,8,WOR,318,2014-11-04,NY,general,State Senate
David W. Denenberg,Total,8,WOR,1770,2014-11-04,NY,general,State Senate
Michael Venditto,Nassau,8,IND,1343,2014-11-04,NY,general,State Senate
Michael Venditto,Suffolk,8,IND,376,2014-11-04,NY,general,State Senate
Michael Venditto,Total,8,IND,1719,2014-11-04,NY,general,State Senate
David W. Denenberg,Nassau,8,WEP,529,2014-11-04,NY,general,State Senate
David W. Denenberg,Suffolk,8,WEP,126,2014-11-04,NY,general,State Senate
David W. Denenberg,Total,8,WEP,655,2014-11-04,NY,general,State Senate
Michael Venditto,Nassau,8,TRP,214,2014-11-04,NY,general,State Senate
Michael Venditto,Suffolk,8,TRP,62,2014-11-04,NY,general,State Senate
Michael Venditto,Total,8,TRP,276,2014-11-04,NY,general,State Senate
Blank,Nassau,8,,2963,2014-11-04,NY,general,State Senate
Blank,Suffolk,8,,813,2014-11-04,NY,general,State Senate
Blank,Total,8,,3776,2014-11-04,NY,general,State Senate
Void,Nassau,8,,66,2014-11-04,NY,general,State Senate
Void,Suffolk,8,,5,2014-11-04,NY,general,State Senate
Void,Total,8,,71,2014-11-04,NY,general,State Senate
Scattering,Nassau,8,,67,2014-11-04,NY,general,State Senate
Scattering,Suffolk,8,,10,2014-11-04,NY,general,State Senate
Scattering,Total,8,,77,2014-11-04,NY,general,State Senate
Total,Nassau,8,,60349,2014-11-04,NY,general,State Senate
Total,Suffolk,8,,13560,2014-11-04,NY,general,State Senate
Total,Total,8,,73909,2014-11-04,NY,general,State Senate
"Patrick P. Gillespie, Jr.",Nassau,9,DEM,23969,2014-11-04,NY,general,State Senate
Dean G. Skelos,Nassau,9,REP,43348,2014-11-04,NY,general,State Senate
Dean G. Skelos,Nassau,9,CON,4634,2014-11-04,NY,general,State Senate
"Patrick P. Gillespie, Jr.",Nassau,9,WOR,2057,2014-11-04,NY,general,State Senate
Dean G. Skelos,Nassau,9,IND,1960,2014-11-04,NY,general,State Senate
Dean G. Skelos,Nassau,9,TRP,200,2014-11-04,NY,general,State Senate
Blank,Nassau,9,,3253,2014-11-04,NY,general,State Senate
Void,Nassau,9,,92,2014-11-04,NY,general,State Senate
Scattering,Nassau,9,,29,2014-11-04,NY,general,State Senate
Total,Nassau,9,,79542,2014-11-04,NY,general,State Senate
"James Sanders, Jr.",Queens,10,DEM,28207,2014-11-04,NY,general,State Senate
"James Sanders, Jr.",Queens,10,WOR,1191,2014-11-04,NY,general,State Senate
Blank,Queens,10,,3725,2014-11-04,NY,general,State Senate
Void,Queens,10,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,10,,101,2014-11-04,NY,general,State Senate
Total,Queens,10,,33224,2014-11-04,NY,general,State Senate
Tony Avella,Queens,11,DEM,29359,2014-11-04,NY,general,State Senate
Tony Avella,Queens,11,IND,3591,2014-11-04,NY,general,State Senate
Paul Gilman,Queens,11,GRE,2813,2014-11-04,NY,general,State Senate
Blank,Queens,11,,8888,2014-11-04,NY,general,State Senate
Void,Queens,11,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,11,,164,2014-11-04,NY,general,State Senate
Total,Queens,11,,44815,2014-11-04,NY,general,State Senate
Michael N. Gianaris,Queens,12,DEM,22229,2014-11-04,NY,general,State Senate
Michael N. Gianaris,Queens,12,WOR,3752,2014-11-04,NY,general,State Senate
Anthony Aldorasi,Queens,12,SCC,1158,2014-11-04,NY,general,State Senate
Blank,Queens,12,,4866,2014-11-04,NY,general,State Senate
Void,Queens,12,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,12,,120,2014-11-04,NY,general,State Senate
Total,Queens,12,,32125,2014-11-04,NY,general,State Senate
Jose R. Peralta,Queens,13,DEM,17878,2014-11-04,NY,general,State Senate
Jose R. Peralta,Queens,13,WOR,2090,2014-11-04,NY,general,State Senate
Blank,Queens,13,,4190,2014-11-04,NY,general,State Senate
Void,Queens,13,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,13,,107,2014-11-04,NY,general,State Senate
Total,Queens,13,,24265,2014-11-04,NY,general,State Senate
"Leroy G. Comrie, Jr.",Queens,14,DEM,35690,2014-11-04,NY,general,State Senate
"Leroy G. Comrie, Jr.",Queens,14,WOR,1776,2014-11-04,NY,general,State Senate
Blank,Queens,14,,4680,2014-11-04,NY,general,State Senate
Void,Queens,14,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,14,,199,2014-11-04,NY,general,State Senate
Total,Queens,14,,42345,2014-11-04,NY,general,State Senate
"Joseph P. Addabbo, Jr.",Queens,15,DEM,20924,2014-11-04,NY,general,State Senate
Michael Conigliaro,Queens,15,REP,13600,2014-11-04,NY,general,State Senate
Michael Conigliaro,Queens,15,CON,3277,2014-11-04,NY,general,State Senate
Blank,Queens,15,,2094,2014-11-04,NY,general,State Senate
Void,Queens,15,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,15,,35,2014-11-04,NY,general,State Senate
Total,Queens,15,,39930,2014-11-04,NY,general,State Senate
Toby Ann Stavisky,Queens,16,DEM,18784,2014-11-04,NY,general,State Senate
Toby Ann Stavisky,Queens,16,WOR,1648,2014-11-04,NY,general,State Senate
Toby Ann Stavisky,Queens,16,IND,734,2014-11-04,NY,general,State Senate
Blank,Queens,16,,6588,2014-11-04,NY,general,State Senate
Void,Queens,16,,0,2014-11-04,NY,general,State Senate
Scattering,Queens,16,,262,2014-11-04,NY,general,State Senate
Total,Queens,16,,28016,2014-11-04,NY,general,State Senate
Simcha Felder,Kings,17,DEM,21384,2014-11-04,NY,general,State Senate
Simcha Felder,Kings,17,CON,8105,2014-11-04,NY,general,State Senate
Blank,Kings,17,,5256,2014-11-04,NY,general,State Senate
Void,Kings,17,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,17,,355,2014-11-04,NY,general,State Senate
Total,Kings,17,,35100,2014-11-04,NY,general,State Senate
Martin Malave Dilan,Kings,18,DEM,21352,2014-11-04,NY,general,State Senate
Jonathan H. Anderson,Kings,18,CON,861,2014-11-04,NY,general,State Senate
Debbie Medina,Kings,18,WOR,4028,2014-11-04,NY,general,State Senate
Blank,Kings,18,,3310,2014-11-04,NY,general,State Senate
Void,Kings,18,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,18,,38,2014-11-04,NY,general,State Senate
Total,Kings,18,,29589,2014-11-04,NY,general,State Senate
John L. Sampson,Kings,19,DEM,29741,2014-11-04,NY,general,State Senate
Elias J. Weir,Kings,19,CON,2816,2014-11-04,NY,general,State Senate
Dell Smitherman,Kings,19,WOR,1993,2014-11-04,NY,general,State Senate
Blank,Kings,19,,4583,2014-11-04,NY,general,State Senate
Void,Kings,19,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,19,,28,2014-11-04,NY,general,State Senate
Total,Kings,19,,39161,2014-11-04,NY,general,State Senate
Jesse E. Hamilton,Kings,20,DEM,32040,2014-11-04,NY,general,State Senate
Menachem M. Raitport,Kings,20,CON,1445,2014-11-04,NY,general,State Senate
Blank,Kings,20,,4242,2014-11-04,NY,general,State Senate
Void,Kings,20,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,20,,65,2014-11-04,NY,general,State Senate
Total,Kings,20,,37792,2014-11-04,NY,general,State Senate
Kevin S. Parker,Kings,21,DEM,35548,2014-11-04,NY,general,State Senate
Herman G. Hall,Kings,21,CON,2022,2014-11-04,NY,general,State Senate
Kevin S. Parker,Kings,21,WOR,7419,2014-11-04,NY,general,State Senate
Blank,Kings,21,,3542,2014-11-04,NY,general,State Senate
Void,Kings,21,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,21,,66,2014-11-04,NY,general,State Senate
Total,Kings,21,,48597,2014-11-04,NY,general,State Senate
James T. Kemmerer,Kings,22,DEM,9183,2014-11-04,NY,general,State Senate
Martin J. Golden,Kings,22,REP,18243,2014-11-04,NY,general,State Senate
Martin J. Golden,Kings,22,CON,4015,2014-11-04,NY,general,State Senate
James T. Kemmerer,Kings,22,WOR,1450,2014-11-04,NY,general,State Senate
Martin J. Golden,Kings,22,IND,1322,2014-11-04,NY,general,State Senate
Blank,Kings,22,,2087,2014-11-04,NY,general,State Senate
Void,Kings,22,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,22,,48,2014-11-04,NY,general,State Senate
Total,Kings,22,,36348,2014-11-04,NY,general,State Senate
Diane J. Savino,Kings,23,DEM,9597,2014-11-04,NY,general,State Senate
Diane J. Savino,Richmond,23,DEM,15238,2014-11-04,NY,general,State Senate
Diane J. Savino,Total,23,DEM,24835,2014-11-04,NY,general,State Senate
Diane J. Savino,Kings,23,IND,1251,2014-11-04,NY,general,State Senate
Diane J. Savino,Richmond,23,IND,1640,2014-11-04,NY,general,State Senate
Diane J. Savino,Total,23,IND,2891,2014-11-04,NY,general,State Senate
Blank,Kings,23,,5948,2014-11-04,NY,general,State Senate
Blank,Richmond,23,,3728,2014-11-04,NY,general,State Senate
Blank,Total,23,,9676,2014-11-04,NY,general,State Senate
Void,Kings,23,,0,2014-11-04,NY,general,State Senate
Void,Richmond,23,,1495,2014-11-04,NY,general,State Senate
Void,Total,23,,1495,2014-11-04,NY,general,State Senate
Scattering,Kings,23,,76,2014-11-04,NY,general,State Senate
Scattering,Richmond,23,,160,2014-11-04,NY,general,State Senate
Scattering,Total,23,,236,2014-11-04,NY,general,State Senate
Total,Kings,23,,16872,2014-11-04,NY,general,State Senate
Total,Richmond,23,,22261,2014-11-04,NY,general,State Senate
Total,Total,23,,39133,2014-11-04,NY,general,State Senate
Gary W. Carsel,Richmond,24,DEM,10329,2014-11-04,NY,general,State Senate
Andrew J. Lanza,Richmond,24,REP,39010,2014-11-04,NY,general,State Senate
Andrew J. Lanza,Richmond,24,CON,5531,2014-11-04,NY,general,State Senate
Gary W. Carsel,Richmond,24,WOR,1218,2014-11-04,NY,general,State Senate
Andrew J. Lanza,Richmond,24,IND,2684,2014-11-04,NY,general,State Senate
Blank,Richmond,24,,1577,2014-11-04,NY,general,State Senate
Void,Richmond,24,,0,2014-11-04,NY,general,State Senate
Scattering,Richmond,24,,77,2014-11-04,NY,general,State Senate
Total,Richmond,24,,60426,2014-11-04,NY,general,State Senate
Velmanette Montgomery,Kings,25,DEM,36595,2014-11-04,NY,general,State Senate
Velmanette Montgomery,Kings,25,WOR,7599,2014-11-04,NY,general,State Senate
Blank,Kings,25,,4380,2014-11-04,NY,general,State Senate
Void,Kings,25,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,25,,134,2014-11-04,NY,general,State Senate
Total,Kings,25,,48708,2014-11-04,NY,general,State Senate
Daniel Squadron,Kings,26,DEM,10086,2014-11-04,NY,general,State Senate
Daniel Squadron,New York,26,DEM,16083,2014-11-04,NY,general,State Senate
Daniel Squadron,Total,26,DEM,26169,2014-11-04,NY,general,State Senate
Wave Chan,Kings,26,REP,1675,2014-11-04,NY,general,State Senate
Wave Chan,New York,26,REP,3392,2014-11-04,NY,general,State Senate
Wave Chan,Total,26,REP,5067,2014-11-04,NY,general,State Senate
Daniel Squadron,Kings,26,WOR,3317,2014-11-04,NY,general,State Senate
Daniel Squadron,New York,26,WOR,2973,2014-11-04,NY,general,State Senate
Daniel Squadron,Total,26,WOR,6290,2014-11-04,NY,general,State Senate
Blank,Kings,26,,695,2014-11-04,NY,general,State Senate
Blank,New York,26,,1704,2014-11-04,NY,general,State Senate
Blank,Total,26,,2399,2014-11-04,NY,general,State Senate
Void,Kings,26,,0,2014-11-04,NY,general,State Senate
Void,New York,26,,0,2014-11-04,NY,general,State Senate
Void,Total,26,,0,2014-11-04,NY,general,State Senate
Scattering,Kings,26,,39,2014-11-04,NY,general,State Senate
Scattering,New York,26,,23,2014-11-04,NY,general,State Senate
Scattering,Total,26,,62,2014-11-04,NY,general,State Senate
Total,Kings,26,,15812,2014-11-04,NY,general,State Senate
Total,New York,26,,24175,2014-11-04,NY,general,State Senate
Total,Total,26,,39987,2014-11-04,NY,general,State Senate
Brad M. Hoylman,New York,27,DEM,36822,2014-11-04,NY,general,State Senate
Frank J. Scala,New York,27,REP,7829,2014-11-04,NY,general,State Senate
Brad M. Hoylman,New York,27,WOR,9307,2014-11-04,NY,general,State Senate
Blank,New York,27,,3667,2014-11-04,NY,general,State Senate
Void,New York,27,,0,2014-11-04,NY,general,State Senate
Scattering,New York,27,,50,2014-11-04,NY,general,State Senate
Total,New York,27,,57675,2014-11-04,NY,general,State Senate
Liz Krueger,New York,28,DEM,37794,2014-11-04,NY,general,State Senate
Michael K. Zumbluskas,New York,28,REP,14160,2014-11-04,NY,general,State Senate
Liz Krueger,New York,28,WOR,4300,2014-11-04,NY,general,State Senate
Michael K. Zumbluskas,New York,28,IND,783,2014-11-04,NY,general,State Senate
Blank,New York,28,,1793,2014-11-04,NY,general,State Senate
Void,New York,28,,0,2014-11-04,NY,general,State Senate
Scattering,New York,28,,21,2014-11-04,NY,general,State Senate
Total,New York,28,,58851,2014-11-04,NY,general,State Senate
Jose M. Serrano,Bronx,29,DEM,14778,2014-11-04,NY,general,State Senate
Jose M. Serrano,New York,29,DEM,12965,2014-11-04,NY,general,State Senate
Jose M. Serrano,Total,29,DEM,27743,2014-11-04,NY,general,State Senate
Kevin Barrett,Bronx,29,REP,572,2014-11-04,NY,general,State Senate
Kevin Barrett,New York,29,REP,2539,2014-11-04,NY,general,State Senate
Kevin Barrett,Total,29,REP,3111,2014-11-04,NY,general,State Senate
Kevin Barrett,Bronx,29,CON,140,2014-11-04,NY,general,State Senate
Kevin Barrett,New York,29,CON,338,2014-11-04,NY,general,State Senate
Kevin Barrett,Total,29,CON,478,2014-11-04,NY,general,State Senate
Jose M. Serrano,Bronx,29,WOR,490,2014-11-04,NY,general,State Senate
Jose M. Serrano,New York,29,WOR,2269,2014-11-04,NY,general,State Senate
Jose M. Serrano,Total,29,WOR,2759,2014-11-04,NY,general,State Senate
Blank,Bronx,29,,1137,2014-11-04,NY,general,State Senate
Blank,New York,29,,1435,2014-11-04,NY,general,State Senate
Blank,Total,29,,2572,2014-11-04,NY,general,State Senate
Void,Bronx,29,,0,2014-11-04,NY,general,State Senate
Void,New York,29,,0,2014-11-04,NY,general,State Senate
Void,Total,29,,0,2014-11-04,NY,general,State Senate
Scattering,Bronx,29,,13,2014-11-04,NY,general,State Senate
Scattering,New York,29,,26,2014-11-04,NY,general,State Senate
Scattering,Total,29,,39,2014-11-04,NY,general,State Senate
Total,Bronx,29,,17130,2014-11-04,NY,general,State Senate
Total,New York,29,,19572,2014-11-04,NY,general,State Senate
Total,Total,29,,36702,2014-11-04,NY,general,State Senate
Bill Perkins,New York,30,DEM,39534,2014-11-04,NY,general,State Senate
Jon Girodes,New York,30,REP,2338,2014-11-04,NY,general,State Senate
Bill Perkins,New York,30,WOR,5437,2014-11-04,NY,general,State Senate
Blank,New York,30,,4188,2014-11-04,NY,general,State Senate
Void,New York,30,,0,2014-11-04,NY,general,State Senate
Scattering,New York,30,,60,2014-11-04,NY,general,State Senate
Total,New York,30,,51557,2014-11-04,NY,general,State Senate
Adriano Espaillat,New York,31,DEM,37089,2014-11-04,NY,general,State Senate
Blank,New York,31,,11592,2014-11-04,NY,general,State Senate
Void,New York,31,,0,2014-11-04,NY,general,State Senate
Scattering,New York,31,,301,2014-11-04,NY,general,State Senate
Total,New York,31,,48982,2014-11-04,NY,general,State Senate
"Ruben Diaz, Sr.",Bronx,32,DEM,26463,2014-11-04,NY,general,State Senate
"Ruben Diaz, Sr.",Bronx,32,REP,1068,2014-11-04,NY,general,State Senate
Jasmine Marte,Bronx,32,CON,1153,2014-11-04,NY,general,State Senate
Blank,Bronx,32,,2165,2014-11-04,NY,general,State Senate
Void,Bronx,32,,0,2014-11-04,NY,general,State Senate
Scattering,Bronx,32,,40,2014-11-04,NY,general,State Senate
Total,Bronx,32,,30889,2014-11-04,NY,general,State Senate
J. Gustavo Rivera,Bronx,33,DEM,19128,2014-11-04,NY,general,State Senate
Steven Stern,Bronx,33,REP,940,2014-11-04,NY,general,State Senate
Steven Stern,Bronx,33,CON,186,2014-11-04,NY,general,State Senate
J. Gustavo Rivera,Bronx,33,WOR,681,2014-11-04,NY,general,State Senate
"Jose A. Padilla, Jr.",Bronx,33,IND,342,2014-11-04,NY,general,State Senate
Blank,Bronx,33,,1602,2014-11-04,NY,general,State Senate
Void,Bronx,33,,0,2014-11-04,NY,general,State Senate
Scattering,Bronx,33,,24,2014-11-04,NY,general,State Senate
Total,Bronx,33,,22903,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Bronx,34,DEM,26732,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Westchester,34,DEM,2612,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Total,34,DEM,29344,2014-11-04,NY,general,State Senate
Aleksander Mici,Bronx,34,REP,4678,2014-11-04,NY,general,State Senate
Aleksander Mici,Westchester,34,REP,1425,2014-11-04,NY,general,State Senate
Aleksander Mici,Total,34,REP,6103,2014-11-04,NY,general,State Senate
Frank Dellavalle,Bronx,34,CON,1682,2014-11-04,NY,general,State Senate
Frank Dellavalle,Westchester,34,CON,275,2014-11-04,NY,general,State Senate
Frank Dellavalle,Total,34,CON,1957,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Bronx,34,IND,1248,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Westchester,34,IND,192,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Total,34,IND,1440,2014-11-04,NY,general,State Senate
Carl Lundgren,Bronx,34,GRE,1480,2014-11-04,NY,general,State Senate
Carl Lundgren,Westchester,34,GRE,158,2014-11-04,NY,general,State Senate
Carl Lundgren,Total,34,GRE,1638,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Bronx,34,WEP,379,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Westchester,34,WEP,132,2014-11-04,NY,general,State Senate
Jeffrey D. Klein,Total,34,WEP,511,2014-11-04,NY,general,State Senate
Blank,Bronx,34,,1843,2014-11-04,NY,general,State Senate
Blank,Westchester,34,,237,2014-11-04,NY,general,State Senate
Blank,Total,34,,2080,2014-11-04,NY,general,State Senate
Void,Bronx,34,,0,2014-11-04,NY,general,State Senate
Void,Westchester,34,,0,2014-11-04,NY,general,State Senate
Void,Total,34,,0,2014-11-04,NY,general,State Senate
Scattering,Bronx,34,,67,2014-11-04,NY,general,State Senate
Scattering,Westchester,34,,3,2014-11-04,NY,general,State Senate
Scattering,Total,34,,70,2014-11-04,NY,general,State Senate
Total,Bronx,34,,38109,2014-11-04,NY,general,State Senate
Total,Westchester,34,,5034,2014-11-04,NY,general,State Senate
Total,Total,34,,43143,2014-11-04,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,DEM,38073,2014-11-04,NY,general,State Senate
Robert Lopez Foti,Westchester,35,REP,15811,2014-11-04,NY,general,State Senate
Robert Lopez Foti,Westchester,35,CON,0,2014-11-04,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,WOR,3058,2014-11-04,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,IND,1242,2014-11-04,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,WEP,1489,2014-11-04,NY,general,State Senate
Blank,Westchester,35,,3581,2014-11-04,NY,general,State Senate
Void,Westchester,35,,0,2014-11-04,NY,general,State Senate
Scattering,Westchester,35,,37,2014-11-04,NY,general,State Senate
Total,Westchester,35,,63291,2014-11-04,NY,general,State Senate
Ruth H. Thompson,Bronx,36,DEM,28631,2014-11-04,NY,general,State Senate
Ruth H. Thompson,Westchester,36,DEM,8535,2014-11-04,NY,general,State Senate
Ruth H. Thompson,Total,36,DEM,37166,2014-11-04,NY,general,State Senate
Robert L. Diamond,Bronx,36,REP,1250,2014-11-04,NY,general,State Senate
Robert L. Diamond,Westchester,36,REP,683,2014-11-04,NY,general,State Senate
Robert L. Diamond,Total,36,REP,1933,2014-11-04,NY,general,State Senate
Robert L. Diamond,Bronx,36,CON,282,2014-11-04,NY,general,State Senate
Robert L. Diamond,Westchester,36,CON,173,2014-11-04,NY,general,State Senate
Robert L. Diamond,Total,36,CON,455,2014-11-04,NY,general,State Senate
Crystal Collins,Bronx,36,IND,568,2014-11-04,NY,general,State Senate
Crystal Collins,Westchester,36,IND,198,2014-11-04,NY,general,State Senate
Crystal Collins,Total,36,IND,766,2014-11-04,NY,general,State Senate
Blank,Bronx,36,,1444,2014-11-04,NY,general,State Senate
Blank,Westchester,36,,568,2014-11-04,NY,general,State Senate
Blank,Total,36,,2012,2014-11-04,NY,general,State Senate
Void,Bronx,36,,0,2014-11-04,NY,general,State Senate
