candidate,county,district,party,votes,election_date,state,scope,office
Void,Westchester,36,,0,2014-11-04,NY,general,State Senate
Void,Total,36,,0,2014-11-04,NY,general,State Senate
Scattering,Bronx,36,,21,2014-11-04,NY,general,State Senate
Scattering,Westchester,36,,6,2014-11-04,NY,general,State Senate
Scattering,Total,36,,27,2014-11-04,NY,general,State Senate
Total,Bronx,36,,32196,2014-11-04,NY,general,State Senate
Total,Westchester,36,,10163,2014-11-04,NY,general,State Senate
Total,Total,36,,42359,2014-11-04,NY,general,State Senate
George S. Latimer,Westchester,37,DEM,34850,2014-11-04,NY,general,State Senate
Joseph L. Dillon,Westchester,37,REP,29151,2014-11-04,NY,general,State Senate
Joseph L. Dillon,Westchester,37,CON,4572,2014-11-04,NY,general,State Senate
George S. Latimer,Westchester,37,WOR,3242,2014-11-04,NY,general,State Senate
Joseph L. Dillon,Westchester,37,IND,1190,2014-11-04,NY,general,State Senate
Blank,Westchester,37,,3248,2014-11-04,NY,general,State Senate
Void,Westchester,37,,0,2014-11-04,NY,general,State Senate
Scattering,Westchester,37,,28,2014-11-04,NY,general,State Senate
Total,Westchester,37,,76281,2014-11-04,NY,general,State Senate
David Carlucci,Rockland,38,DEM,36255,2014-11-04,NY,general,State Senate
David Carlucci,Westchester,38,DEM,4917,2014-11-04,NY,general,State Senate
David Carlucci,Total,38,DEM,41172,2014-11-04,NY,general,State Senate
Donna Held,Rockland,38,REP,18556,2014-11-04,NY,general,State Senate
Donna Held,Westchester,38,REP,2615,2014-11-04,NY,general,State Senate
Donna Held,Total,38,REP,21171,2014-11-04,NY,general,State Senate
David Carlucci,Rockland,38,WOR,3223,2014-11-04,NY,general,State Senate
David Carlucci,Westchester,38,WOR,573,2014-11-04,NY,general,State Senate
David Carlucci,Total,38,WOR,3796,2014-11-04,NY,general,State Senate
David Carlucci,Rockland,38,IND,2291,2014-11-04,NY,general,State Senate
David Carlucci,Westchester,38,IND,261,2014-11-04,NY,general,State Senate
David Carlucci,Total,38,IND,2552,2014-11-04,NY,general,State Senate
Blank,Rockland,38,,4170,2014-11-04,NY,general,State Senate
Blank,Westchester,38,,676,2014-11-04,NY,general,State Senate
Blank,Total,38,,4846,2014-11-04,NY,general,State Senate
Void,Rockland,38,,20,2014-11-04,NY,general,State Senate
Void,Westchester,38,,0,2014-11-04,NY,general,State Senate
Void,Total,38,,20,2014-11-04,NY,general,State Senate
Scattering,Rockland,38,,103,2014-11-04,NY,general,State Senate
Scattering,Westchester,38,,5,2014-11-04,NY,general,State Senate
Scattering,Total,38,,108,2014-11-04,NY,general,State Senate
Total,Rockland,38,,64618,2014-11-04,NY,general,State Senate
Total,Westchester,38,,9047,2014-11-04,NY,general,State Senate
Total,Total,38,,73665,2014-11-04,NY,general,State Senate
Gay Lee,Orange,39,DEM,12623,2014-11-04,NY,general,State Senate
Gay Lee,Rockland,39,DEM,3561,2014-11-04,NY,general,State Senate
Gay Lee,Ulster,39,DEM,1017,2014-11-04,NY,general,State Senate
Gay Lee,Total,39,DEM,17201,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,REP,24665,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,REP,5175,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,REP,2614,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,REP,32454,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,CON,4958,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,CON,1156,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,CON,547,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,CON,6661,2014-11-04,NY,general,State Senate
Gay Lee,Orange,39,WOR,1565,2014-11-04,NY,general,State Senate
Gay Lee,Rockland,39,WOR,341,2014-11-04,NY,general,State Senate
Gay Lee,Ulster,39,WOR,164,2014-11-04,NY,general,State Senate
Gay Lee,Total,39,WOR,2070,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,IND,6328,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,IND,353,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,IND,216,2014-11-04,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,IND,6897,2014-11-04,NY,general,State Senate
Blank,Orange,39,,5490,2014-11-04,NY,general,State Senate
Blank,Rockland,39,,696,2014-11-04,NY,general,State Senate
Blank,Ulster,39,,144,2014-11-04,NY,general,State Senate
Blank,Total,39,,6330,2014-11-04,NY,general,State Senate
Void,Orange,39,,,2014-11-04,NY,general,State Senate
Void,Rockland,39,,10,2014-11-04,NY,general,State Senate
Void,Ulster,39,,0,2014-11-04,NY,general,State Senate
Void,Total,39,,10,2014-11-04,NY,general,State Senate
Scattering,Orange,39,,29,2014-11-04,NY,general,State Senate
Scattering,Rockland,39,,7,2014-11-04,NY,general,State Senate
Scattering,Ulster,39,,1,2014-11-04,NY,general,State Senate
Scattering,Total,39,,37,2014-11-04,NY,general,State Senate
Total,Orange,39,,55658,2014-11-04,NY,general,State Senate
Total,Rockland,39,,11299,2014-11-04,NY,general,State Senate
Total,Ulster,39,,4703,2014-11-04,NY,general,State Senate
Total,Total,39,,71660,2014-11-04,NY,general,State Senate
Justin R. Wagner,Dutchess,40,DEM,1673,2014-11-04,NY,general,State Senate
Justin R. Wagner,Putnam,40,DEM,4922,2014-11-04,NY,general,State Senate
Justin R. Wagner,Westchester,40,DEM,27642,2014-11-04,NY,general,State Senate
Justin R. Wagner,Total,40,DEM,34237,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,REP,2725,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Putnam,40,REP,8217,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Westchester,40,REP,26268,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Total,40,REP,37210,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,CON,626,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Putnam,40,CON,1809,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Westchester,40,CON,4307,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Total,40,CON,6742,2014-11-04,NY,general,State Senate
Justin R. Wagner,Dutchess,40,WOR,213,2014-11-04,NY,general,State Senate
Justin R. Wagner,Putnam,40,WOR,602,2014-11-04,NY,general,State Senate
Justin R. Wagner,Westchester,40,WOR,2823,2014-11-04,NY,general,State Senate
Justin R. Wagner,Total,40,WOR,3638,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,IND,119,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Putnam,40,IND,440,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Westchester,40,IND,1084,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Total,40,IND,1643,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,GRE,52,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Putnam,40,GRE,121,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Westchester,40,GRE,502,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Total,40,GRE,675,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Dutchess,40,SCC,75,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Putnam,40,SCC,142,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Westchester,40,SCC,397,2014-11-04,NY,general,State Senate
Terrence P. Murphy,Total,40,SCC,614,2014-11-04,NY,general,State Senate
Blank,Dutchess,40,,164,2014-11-04,NY,general,State Senate
Blank,Putnam,40,,664,2014-11-04,NY,general,State Senate
Blank,Westchester,40,,2495,2014-11-04,NY,general,State Senate
Blank,Total,40,,3323,2014-11-04,NY,general,State Senate
Void,Dutchess,40,,0,2014-11-04,NY,general,State Senate
Void,Putnam,40,,0,2014-11-04,NY,general,State Senate
Void,Westchester,40,,0,2014-11-04,NY,general,State Senate
Void,Total,40,,0,2014-11-04,NY,general,State Senate
Scattering,Dutchess,40,,6,2014-11-04,NY,general,State Senate
Scattering,Putnam,40,,10,2014-11-04,NY,general,State Senate
Scattering,Westchester,40,,53,2014-11-04,NY,general,State Senate
Scattering,Total,40,,69,2014-11-04,NY,general,State Senate
Total,Dutchess,40,,5653,2014-11-04,NY,general,State Senate
Total,Putnam,40,,16927,2014-11-04,NY,general,State Senate
Total,Westchester,40,,65571,2014-11-04,NY,general,State Senate
Total,Total,40,,88151,2014-11-04,NY,general,State Senate
Terry W. Gipson,Dutchess,41,DEM,28833,2014-11-04,NY,general,State Senate
Terry W. Gipson,Putnam,41,DEM,4321,2014-11-04,NY,general,State Senate
Terry W. Gipson,Total,41,DEM,33154,2014-11-04,NY,general,State Senate
Susan J. Serino,Dutchess,41,REP,28251,2014-11-04,NY,general,State Senate
Susan J. Serino,Putnam,41,REP,4112,2014-11-04,NY,general,State Senate
Susan J. Serino,Total,41,REP,32363,2014-11-04,NY,general,State Senate
Susan J. Serino,Dutchess,41,CON,6716,2014-11-04,NY,general,State Senate
Susan J. Serino,Putnam,41,CON,1095,2014-11-04,NY,general,State Senate
Susan J. Serino,Total,41,CON,7811,2014-11-04,NY,general,State Senate
Terry W. Gipson,Dutchess,41,WOR,3041,2014-11-04,NY,general,State Senate
Terry W. Gipson,Putnam,41,WOR,553,2014-11-04,NY,general,State Senate
Terry W. Gipson,Total,41,WOR,3594,2014-11-04,NY,general,State Senate
Susan J. Serino,Dutchess,41,IND,1826,2014-11-04,NY,general,State Senate
Susan J. Serino,Putnam,41,IND,267,2014-11-04,NY,general,State Senate
Susan J. Serino,Total,41,IND,2093,2014-11-04,NY,general,State Senate
Terry W. Gipson,Dutchess,41,GRE,1396,2014-11-04,NY,general,State Senate
Terry W. Gipson,Putnam,41,GRE,244,2014-11-04,NY,general,State Senate
Terry W. Gipson,Total,41,GRE,1640,2014-11-04,NY,general,State Senate
Terry W. Gipson,Dutchess,41,TRN,214,2014-11-04,NY,general,State Senate
Terry W. Gipson,Putnam,41,TRN,23,2014-11-04,NY,general,State Senate
Terry W. Gipson,Total,41,TRN,237,2014-11-04,NY,general,State Senate
Blank,Dutchess,41,,1727,2014-11-04,NY,general,State Senate
Blank,Putnam,41,,494,2014-11-04,NY,general,State Senate
Blank,Total,41,,2221,2014-11-04,NY,general,State Senate
Void,Dutchess,41,,13,2014-11-04,NY,general,State Senate
Void,Putnam,41,,0,2014-11-04,NY,general,State Senate
Void,Total,41,,13,2014-11-04,NY,general,State Senate
Scattering,Dutchess,41,,68,2014-11-04,NY,general,State Senate
Scattering,Putnam,41,,6,2014-11-04,NY,general,State Senate
Scattering,Total,41,,74,2014-11-04,NY,general,State Senate
Total,Dutchess,41,,72085,2014-11-04,NY,general,State Senate
Total,Putnam,41,,11115,2014-11-04,NY,general,State Senate
Total,Total,41,,83200,2014-11-04,NY,general,State Senate
John J. Bonacic,Sullivan,42,REP,9335,2014-11-04,NY,general,State Senate
John J. Bonacic,Delaware,42,REP,2869,2014-11-04,NY,general,State Senate
John J. Bonacic,Orange,42,REP,17671,2014-11-04,NY,general,State Senate
John J. Bonacic,Ulster,42,REP,5786,2014-11-04,NY,general,State Senate
John J. Bonacic,Total,42,REP,35661,2014-11-04,NY,general,State Senate
John J. Bonacic,Sullivan,42,CON,1972,2014-11-04,NY,general,State Senate
John J. Bonacic,Delaware,42,CON,314,2014-11-04,NY,general,State Senate
John J. Bonacic,Orange,42,CON,3682,2014-11-04,NY,general,State Senate
John J. Bonacic,Ulster,42,CON,1195,2014-11-04,NY,general,State Senate
John J. Bonacic,Total,42,CON,7163,2014-11-04,NY,general,State Senate
John J. Bonacic,Sullivan,42,IND,1791,2014-11-04,NY,general,State Senate
John J. Bonacic,Delaware,42,IND,327,2014-11-04,NY,general,State Senate
John J. Bonacic,Orange,42,IND,2937,2014-11-04,NY,general,State Senate
John J. Bonacic,Ulster,42,IND,1908,2014-11-04,NY,general,State Senate
John J. Bonacic,Total,42,IND,6963,2014-11-04,NY,general,State Senate
Blank,Sullivan,42,,4906,2014-11-04,NY,general,State Senate
Blank,Delaware,42,,723,2014-11-04,NY,general,State Senate
Blank,Orange,42,,11115,2014-11-04,NY,general,State Senate
Blank,Ulster,42,,4354,2014-11-04,NY,general,State Senate
Blank,Total,42,,21098,2014-11-04,NY,general,State Senate
Void,Sullivan,42,,7,2014-11-04,NY,general,State Senate
Void,Delaware,42,,0,2014-11-04,NY,general,State Senate
Void,Orange,42,,,2014-11-04,NY,general,State Senate
Void,Ulster,42,,34,2014-11-04,NY,general,State Senate
Void,Total,42,,41,2014-11-04,NY,general,State Senate
Scattering,Sullivan,42,,72,2014-11-04,NY,general,State Senate
Scattering,Delaware,42,,9,2014-11-04,NY,general,State Senate
Scattering,Orange,42,,84,2014-11-04,NY,general,State Senate
Scattering,Ulster,42,,92,2014-11-04,NY,general,State Senate
Scattering,Total,42,,257,2014-11-04,NY,general,State Senate
Total,Sullivan,42,,18083,2014-11-04,NY,general,State Senate
Total,Delaware,42,,4242,2014-11-04,NY,general,State Senate
Total,Orange,42,,35489,2014-11-04,NY,general,State Senate
Total,Ulster,42,,13369,2014-11-04,NY,general,State Senate
Total,Total,42,,71183,2014-11-04,NY,general,State Senate
Brian F. Howard,Columbia,43,DEM,6877,2014-11-04,NY,general,State Senate
Brian F. Howard,Rensselaer,43,DEM,10472,2014-11-04,NY,general,State Senate
Brian F. Howard,Saratoga,43,DEM,10286,2014-11-04,NY,general,State Senate
Brian F. Howard,Washington,43,DEM,410,2014-11-04,NY,general,State Senate
Brian F. Howard,Total,43,DEM,28045,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,REP,9349,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,REP,18078,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,REP,17009,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Washington,43,REP,760,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Total,43,REP,45196,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,CON,1918,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,CON,4475,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,CON,3015,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Washington,43,CON,210,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Total,43,CON,9618,2014-11-04,NY,general,State Senate
Brian F. Howard,Columbia,43,WOR,1258,2014-11-04,NY,general,State Senate
Brian F. Howard,Rensselaer,43,WOR,1957,2014-11-04,NY,general,State Senate
Brian F. Howard,Saratoga,43,WOR,1549,2014-11-04,NY,general,State Senate
Brian F. Howard,Washington,43,WOR,92,2014-11-04,NY,general,State Senate
Brian F. Howard,Total,43,WOR,4856,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,IND,1056,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,IND,2086,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,IND,1377,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Washington,43,IND,61,2014-11-04,NY,general,State Senate
Kathleen A. Marchione,Total,43,IND,4580,2014-11-04,NY,general,State Senate
Blank,Columbia,43,,805,2014-11-04,NY,general,State Senate
Blank,Rensselaer,43,,1772,2014-11-04,NY,general,State Senate
Blank,Saratoga,43,,1499,2014-11-04,NY,general,State Senate
Blank,Washington,43,,80,2014-11-04,NY,general,State Senate
Blank,Total,43,,4156,2014-11-04,NY,general,State Senate
Void,Columbia,43,,8,2014-11-04,NY,general,State Senate
Void,Rensselaer,43,,0,2014-11-04,NY,general,State Senate
Void,Saratoga,43,,6,2014-11-04,NY,general,State Senate
Void,Washington,43,,0,2014-11-04,NY,general,State Senate
Void,Total,43,,14,2014-11-04,NY,general,State Senate
Scattering,Columbia,43,,8,2014-11-04,NY,general,State Senate
Scattering,Rensselaer,43,,0,2014-11-04,NY,general,State Senate
Scattering,Saratoga,43,,35,2014-11-04,NY,general,State Senate
Scattering,Washington,43,,1,2014-11-04,NY,general,State Senate
Scattering,Total,43,,44,2014-11-04,NY,general,State Senate
Total,Columbia,43,,21279,2014-11-04,NY,general,State Senate
Total,Rensselaer,43,,38840,2014-11-04,NY,general,State Senate
Total,Saratoga,43,,34776,2014-11-04,NY,general,State Senate
Total,Washington,43,,1614,2014-11-04,NY,general,State Senate
Total,Total,43,,96509,2014-11-04,NY,general,State Senate
Neil D. Breslin,Albany,44,DEM,39001,2014-11-04,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,DEM,4892,2014-11-04,NY,general,State Senate
Neil D. Breslin,Total,44,DEM,43893,2014-11-04,NY,general,State Senate
Neil D. Breslin,Albany,44,WOR,5241,2014-11-04,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,WOR,824,2014-11-04,NY,general,State Senate
Neil D. Breslin,Total,44,WOR,6065,2014-11-04,NY,general,State Senate
Neil D. Breslin,Albany,44,IND,5181,2014-11-04,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,IND,790,2014-11-04,NY,general,State Senate
Neil D. Breslin,Total,44,IND,5971,2014-11-04,NY,general,State Senate
Blank,Albany,44,,15825,2014-11-04,NY,general,State Senate
Blank,Rensselaer,44,,2456,2014-11-04,NY,general,State Senate
Blank,Total,44,,18281,2014-11-04,NY,general,State Senate
Void,Albany,44,,2,2014-11-04,NY,general,State Senate
Void,Rensselaer,44,,0,2014-11-04,NY,general,State Senate
Void,Total,44,,2,2014-11-04,NY,general,State Senate
Scattering,Albany,44,,619,2014-11-04,NY,general,State Senate
Scattering,Rensselaer,44,,0,2014-11-04,NY,general,State Senate
Scattering,Total,44,,619,2014-11-04,NY,general,State Senate
Total,Albany,44,,65869,2014-11-04,NY,general,State Senate
Total,Rensselaer,44,,8962,2014-11-04,NY,general,State Senate
Total,Total,44,,74831,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,REP,11073,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,REP,6836,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,REP,6652,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,REP,11961,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,REP,1122,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,REP,8292,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Total,45,REP,45936,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,CON,1767,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,CON,703,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,CON,801,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,CON,1629,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,CON,181,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,CON,1394,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Total,45,CON,6475,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,IND,2850,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,IND,1457,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,IND,1336,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,IND,2637,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,IND,182,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,IND,1599,2014-11-04,NY,general,State Senate
Elizabeth O'C. Little,Total,45,IND,10061,2014-11-04,NY,general,State Senate
Blank,Clinton,45,,4540,2014-11-04,NY,general,State Senate
Blank,Essex,45,,2438,2014-11-04,NY,general,State Senate
Blank,Franklin,45,,1962,2014-11-04,NY,general,State Senate
Blank,Warren,45,,3364,2014-11-04,NY,general,State Senate
Blank,St.Lawrence,45,,593,2014-11-04,NY,general,State Senate
Blank,Washington,45,,2626,2014-11-04,NY,general,State Senate
Blank,Total,45,,15523,2014-11-04,NY,general,State Senate
Void,Clinton,45,,0,2014-11-04,NY,general,State Senate
Void,Essex,45,,0,2014-11-04,NY,general,State Senate
Void,Franklin,45,,1,2014-11-04,NY,general,State Senate
Void,Warren,45,,1,2014-11-04,NY,general,State Senate
Void,St.Lawrence,45,,0,2014-11-04,NY,general,State Senate
Void,Washington,45,,0,2014-11-04,NY,general,State Senate
Void,Total,45,,2,2014-11-04,NY,general,State Senate
Scattering,Clinton,45,,81,2014-11-04,NY,general,State Senate
Scattering,Essex,45,,45,2014-11-04,NY,general,State Senate
Scattering,Franklin,45,,27,2014-11-04,NY,general,State Senate
Scattering,Warren,45,,72,2014-11-04,NY,general,State Senate
Scattering,St.Lawrence,45,,4,2014-11-04,NY,general,State Senate
Scattering,Washington,45,,73,2014-11-04,NY,general,State Senate
Scattering,Total,45,,302,2014-11-04,NY,general,State Senate
Total,Clinton,45,,20311,2014-11-04,NY,general,State Senate
Total,Essex,45,,11479,2014-11-04,NY,general,State Senate
Total,Franklin,45,,10779,2014-11-04,NY,general,State Senate
Total,Warren,45,,19664,2014-11-04,NY,general,State Senate
Total,St.Lawrence,45,,2082,2014-11-04,NY,general,State Senate
Total,Washington,45,,13984,2014-11-04,NY,general,State Senate
Total,Total,45,,78299,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Greene,46,DEM,4432,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Montgomery,46,DEM,4085,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Albany,46,DEM,8714,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Schenectady,46,DEM,4272,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Ulster,46,DEM,12650,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Total,46,DEM,34153,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,REP,7870,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,REP,6523,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,REP,9356,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,REP,6969,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,REP,9910,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,REP,40628,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,CON,1655,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,CON,1278,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,CON,2110,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,CON,1795,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,CON,2429,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,CON,9267,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Greene,46,WOR,587,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Montgomery,46,WOR,433,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Albany,46,WOR,1062,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Schenectady,46,WOR,511,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Ulster,46,WOR,2443,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Total,46,WOR,5036,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,IND,394,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,IND,394,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,IND,670,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,IND,638,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,IND,708,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,IND,2804,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Greene,46,GRE,380,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Montgomery,46,GRE,193,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Albany,46,GRE,749,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Schenectady,46,GRE,315,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Ulster,46,GRE,1183,2014-11-04,NY,general,State Senate
Cecilia Tkaczyk,Total,46,GRE,2820,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,SCC,142,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,SCC,114,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,SCC,196,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,SCC,133,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,SCC,269,2014-11-04,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,SCC,854,2014-11-04,NY,general,State Senate
Blank,Greene,46,,473,2014-11-04,NY,general,State Senate
Blank,Montgomery,46,,266,2014-11-04,NY,general,State Senate
Blank,Albany,46,,477,2014-11-04,NY,general,State Senate
Blank,Schenectady,46,,338,2014-11-04,NY,general,State Senate
Blank,Ulster,46,,847,2014-11-04,NY,general,State Senate
Blank,Total,46,,2401,2014-11-04,NY,general,State Senate
Void,Greene,46,,6,2014-11-04,NY,general,State Senate
Void,Montgomery,46,,12,2014-11-04,NY,general,State Senate
Void,Albany,46,,22,2014-11-04,NY,general,State Senate
Void,Schenectady,46,,19,2014-11-04,NY,general,State Senate
Void,Ulster,46,,23,2014-11-04,NY,general,State Senate
Void,Total,46,,82,2014-11-04,NY,general,State Senate
Scattering,Greene,46,,7,2014-11-04,NY,general,State Senate
Scattering,Montgomery,46,,14,2014-11-04,NY,general,State Senate
Scattering,Albany,46,,52,2014-11-04,NY,general,State Senate
Scattering,Schenectady,46,,18,2014-11-04,NY,general,State Senate
Scattering,Ulster,46,,17,2014-11-04,NY,general,State Senate
Scattering,Total,46,,108,2014-11-04,NY,general,State Senate
Total,Greene,46,,15946,2014-11-04,NY,general,State Senate
Total,Montgomery,46,,13312,2014-11-04,NY,general,State Senate
Total,Albany,46,,23408,2014-11-04,NY,general,State Senate
Total,Schenectady,46,,15008,2014-11-04,NY,general,State Senate
Total,Ulster,46,,30479,2014-11-04,NY,general,State Senate
Total,Total,46,,98153,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Lewis,47,REP,4770,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Oneida,47,REP,30275,2014-11-04,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,REP,5575,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Total,47,REP,40620,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Lewis,47,CON,655,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Oneida,47,CON,3875,2014-11-04,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,CON,764,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Total,47,CON,5294,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Lewis,47,IND,517,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Oneida,47,IND,5010,2014-11-04,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,IND,1023,2014-11-04,NY,general,State Senate
Joseph A. Griffo,Total,47,IND,6550,2014-11-04,NY,general,State Senate
Blank,Lewis,47,,1043,2014-11-04,NY,general,State Senate
Blank,Oneida,47,,9829,2014-11-04,NY,general,State Senate
