candidate,county,district,party,votes,election_date,state,scope,office
Thomas F. O'Mara,Chemung,58,REP,20121,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Schuyler,58,REP,4564,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Steuben,58,REP,23861,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Yates,58,REP,5321,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Tompkins,58,REP,5550,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Total,58,REP,59417,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Chemung,58,CON,2097,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Schuyler,58,CON,642,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Steuben,58,CON,2487,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Yates,58,CON,744,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Tompkins,58,CON,505,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Total,58,CON,6475,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Chemung,58,IND,2483,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Schuyler,58,IND,701,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Steuben,58,IND,2639,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Yates,58,IND,737,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Tompkins,58,IND,2006,2012-11-06,NY,general,State Senate
Thomas F. O'Mara,Total,58,IND,8566,2012-11-06,NY,general,State Senate
Blank,Chemung,58,,10502,2012-11-06,NY,general,State Senate
Blank,Schuyler,58,,2250,2012-11-06,NY,general,State Senate
Blank,Steuben,58,,9672,2012-11-06,NY,general,State Senate
Blank,Yates,58,,2641,2012-11-06,NY,general,State Senate
Blank,Tompkins,58,,13686,2012-11-06,NY,general,State Senate
Blank,Total,58,,38751,2012-11-06,NY,general,State Senate
Void,Chemung,58,,0,2012-11-06,NY,general,State Senate
Void,Schuyler,58,,0,2012-11-06,NY,general,State Senate
Void,Steuben,58,,25,2012-11-06,NY,general,State Senate
Void,Yates,58,,2,2012-11-06,NY,general,State Senate
Void,Tompkins,58,,0,2012-11-06,NY,general,State Senate
Void,Total,58,,27,2012-11-06,NY,general,State Senate
Scattering,Chemung,58,,0,2012-11-06,NY,general,State Senate
Scattering,Schuyler,58,,36,2012-11-06,NY,general,State Senate
Scattering,Steuben,58,,97,2012-11-06,NY,general,State Senate
Scattering,Yates,58,,20,2012-11-06,NY,general,State Senate
Scattering,Tompkins,58,,0,2012-11-06,NY,general,State Senate
Scattering,Total,58,,153,2012-11-06,NY,general,State Senate
Total,Chemung,58,,35203,2012-11-06,NY,general,State Senate
Total,Schuyler,58,,8193,2012-11-06,NY,general,State Senate
Total,Steuben,58,,38781,2012-11-06,NY,general,State Senate
Total,Yates,58,,9465,2012-11-06,NY,general,State Senate
Total,Tompkins,58,,21747,2012-11-06,NY,general,State Senate
Total,Total,58,,113389,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Wyoming,59,REP,9793,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Erie,59,REP,45571,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Livingston,59,REP,8053,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Monroe,59,REP,8490,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Total,59,REP,71907,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Wyoming,59,CON,1564,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Erie,59,CON,8863,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Livingston,59,CON,1310,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Monroe,59,CON,1667,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Total,59,CON,13404,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Wyoming,59,IND,1354,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Erie,59,IND,9861,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Livingston,59,IND,1094,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Monroe,59,IND,1849,2012-11-06,NY,general,State Senate
Patrick M. Gallivan,Total,59,IND,14158,2012-11-06,NY,general,State Senate
Blank,Wyoming,59,,3671,2012-11-06,NY,general,State Senate
Blank,Erie,59,,22519,2012-11-06,NY,general,State Senate
Blank,Livingston,59,,4556,2012-11-06,NY,general,State Senate
Blank,Monroe,59,,7048,2012-11-06,NY,general,State Senate
Blank,Total,59,,37794,2012-11-06,NY,general,State Senate
Void,Wyoming,59,,6,2012-11-06,NY,general,State Senate
Void,Erie,59,,0,2012-11-06,NY,general,State Senate
Void,Livingston,59,,4,2012-11-06,NY,general,State Senate
Void,Monroe,59,,64,2012-11-06,NY,general,State Senate
Void,Total,59,,74,2012-11-06,NY,general,State Senate
Scattering,Wyoming,59,,28,2012-11-06,NY,general,State Senate
Scattering,Erie,59,,0,2012-11-06,NY,general,State Senate
Scattering,Livingston,59,,22,2012-11-06,NY,general,State Senate
Scattering,Monroe,59,,59,2012-11-06,NY,general,State Senate
Scattering,Total,59,,109,2012-11-06,NY,general,State Senate
Total,Wyoming,59,,16416,2012-11-06,NY,general,State Senate
Total,Erie,59,,86814,2012-11-06,NY,general,State Senate
Total,Livingston,59,,15039,2012-11-06,NY,general,State Senate
Total,Monroe,59,,19177,2012-11-06,NY,general,State Senate
Total,Total,59,,137446,2012-11-06,NY,general,State Senate
Michael L. Amodeo,Erie,60,DEM,45140,2012-11-06,NY,general,State Senate
Mark J. Grisanti,Erie,60,REP,56774,2012-11-06,NY,general,State Senate
Charles M. Swanick,Erie,60,CON,15027,2012-11-06,NY,general,State Senate
Gregory L. Davis,Erie,60,WOR,3078,2012-11-06,NY,general,State Senate
Mark J. Grisanti,Erie,60,IND,6909,2012-11-06,NY,general,State Senate
Blank,Erie,60,,7743,2012-11-06,NY,general,State Senate
Void,Erie,60,,0,2012-11-06,NY,general,State Senate
Scattering,Erie,60,,0,2012-11-06,NY,general,State Senate
Total,Erie,60,,134671,2012-11-06,NY,general,State Senate
Justin M. Rooney,Genesee,61,DEM,5926,2012-11-06,NY,general,State Senate
Justin M. Rooney,Erie,61,DEM,25174,2012-11-06,NY,general,State Senate
Justin M. Rooney,Monroe,61,DEM,15890,2012-11-06,NY,general,State Senate
Justin M. Rooney,Total,61,DEM,46990,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Genesee,61,REP,13368,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Erie,61,REP,39380,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Monroe,61,REP,8118,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Total,61,REP,60866,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Genesee,61,CON,1977,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Erie,61,CON,4836,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Monroe,61,CON,1679,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Total,61,CON,8492,2012-11-06,NY,general,State Senate
Justin M. Rooney,Genesee,61,WOR,720,2012-11-06,NY,general,State Senate
Justin M. Rooney,Erie,61,WOR,2079,2012-11-06,NY,general,State Senate
Justin M. Rooney,Monroe,61,WOR,1100,2012-11-06,NY,general,State Senate
Justin M. Rooney,Total,61,WOR,3899,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Genesee,61,IND,663,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Erie,61,IND,2582,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Monroe,61,IND,500,2012-11-06,NY,general,State Senate
Michael H. Ranzenhofer,Total,61,IND,3745,2012-11-06,NY,general,State Senate
Blank,Genesee,61,,2290,2012-11-06,NY,general,State Senate
Blank,Erie,61,,5626,2012-11-06,NY,general,State Senate
Blank,Monroe,61,,3866,2012-11-06,NY,general,State Senate
Blank,Total,61,,11782,2012-11-06,NY,general,State Senate
Void,Genesee,61,,9,2012-11-06,NY,general,State Senate
Void,Erie,61,,0,2012-11-06,NY,general,State Senate
Void,Monroe,61,,122,2012-11-06,NY,general,State Senate
Void,Total,61,,131,2012-11-06,NY,general,State Senate
Scattering,Genesee,61,,10,2012-11-06,NY,general,State Senate
Scattering,Erie,61,,0,2012-11-06,NY,general,State Senate
Scattering,Monroe,61,,21,2012-11-06,NY,general,State Senate
Scattering,Total,61,,31,2012-11-06,NY,general,State Senate
Total,Genesee,61,,24963,2012-11-06,NY,general,State Senate
Total,Erie,61,,79677,2012-11-06,NY,general,State Senate
Total,Monroe,61,,31296,2012-11-06,NY,general,State Senate
Total,Total,61,,135936,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Niagara,62,DEM,29437,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Orleans,62,DEM,3804,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Monroe,62,DEM,4892,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Total,62,DEM,38133,2012-11-06,NY,general,State Senate
George D. Maziarz,Niagara,62,REP,43130,2012-11-06,NY,general,State Senate
George D. Maziarz,Orleans,62,REP,8149,2012-11-06,NY,general,State Senate
George D. Maziarz,Monroe,62,REP,6172,2012-11-06,NY,general,State Senate
George D. Maziarz,Total,62,REP,57451,2012-11-06,NY,general,State Senate
George D. Maziarz,Niagara,62,CON,5712,2012-11-06,NY,general,State Senate
George D. Maziarz,Orleans,62,CON,1128,2012-11-06,NY,general,State Senate
George D. Maziarz,Monroe,62,CON,1272,2012-11-06,NY,general,State Senate
George D. Maziarz,Total,62,CON,8112,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Niagara,62,WOR,3285,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Orleans,62,WOR,515,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Monroe,62,WOR,575,2012-11-06,NY,general,State Senate
Amy Hope Witryol,Total,62,WOR,4375,2012-11-06,NY,general,State Senate
George D. Maziarz,Niagara,62,IND,3187,2012-11-06,NY,general,State Senate
George D. Maziarz,Orleans,62,IND,319,2012-11-06,NY,general,State Senate
George D. Maziarz,Monroe,62,IND,290,2012-11-06,NY,general,State Senate
George D. Maziarz,Total,62,IND,3796,2012-11-06,NY,general,State Senate
Jonathon B. Benedict,Niagara,62,GRN,807,2012-11-06,NY,general,State Senate
Jonathon B. Benedict,Orleans,62,GRN,147,2012-11-06,NY,general,State Senate
Jonathon B. Benedict,Monroe,62,GRN,173,2012-11-06,NY,general,State Senate
Jonathon B. Benedict,Total,62,GRN,1127,2012-11-06,NY,general,State Senate
Blank,Niagara,62,,4224,2012-11-06,NY,general,State Senate
Blank,Orleans,62,,708,2012-11-06,NY,general,State Senate
Blank,Monroe,62,,1144,2012-11-06,NY,general,State Senate
Blank,Total,62,,6076,2012-11-06,NY,general,State Senate
Void,Niagara,62,,0,2012-11-06,NY,general,State Senate
Void,Orleans,62,,25,2012-11-06,NY,general,State Senate
Void,Monroe,62,,47,2012-11-06,NY,general,State Senate
Void,Total,62,,72,2012-11-06,NY,general,State Senate
Scattering,Niagara,62,,35,2012-11-06,NY,general,State Senate
Scattering,Orleans,62,,5,2012-11-06,NY,general,State Senate
Scattering,Monroe,62,,7,2012-11-06,NY,general,State Senate
Scattering,Total,62,,47,2012-11-06,NY,general,State Senate
Total,Niagara,62,,89817,2012-11-06,NY,general,State Senate
Total,Orleans,62,,14800,2012-11-06,NY,general,State Senate
Total,Monroe,62,,14572,2012-11-06,NY,general,State Senate
Total,Total,62,,119189,2012-11-06,NY,general,State Senate
Timothy M. Kennedy,Erie,63,DEM,71662,2012-11-06,NY,general,State Senate
Timothy M. Kennedy,Erie,63,WOR,6361,2012-11-06,NY,general,State Senate
Timothy M. Kennedy,Erie,63,IND,4435,2012-11-06,NY,general,State Senate
Blank,Erie,63,,21532,2012-11-06,NY,general,State Senate
Void,Erie,63,,0,2012-11-06,NY,general,State Senate
Scattering,Erie,63,,10991,2012-11-06,NY,general,State Senate
Total,Erie,63,,114981,2012-11-06,NY,general,State Senate
